kepid,kepoi_name,ra_str,dec_str,koi_pdisposition,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_vet_stat,koi_vet_date
7450747,K04267.01,19h34m10.15s,+43d01m34.0s,CANDIDATE,CANDIDATE,2.208256,2.2e-05,-2.2e-05,131.6394,0.0045,-0.0045,104,10,-10,3.13,0.29,-0.29,0.04,0.25,-0.25,0.5,3.4,-3.4,83,61,-61,0.0339245,2.2e-07,-2.2e-07,0,,,,,,0.0097,0.0052,-0.0052,5,12,-12,1.08,0.58,-0.58,1482.0,291.0,-291.0,,,,,,,,,,1.0190,0.0000,0.0000,,,,,,,,Active,2013-06-06
7826620,K04268.01,19h33m09.13s,+43d30m54.0s,CANDIDATE,CANDIDATE,0.84992,1.3e-05,-1.3e-05,131.6622,0.0013,-0.0013,156,25,-25,0.85,0.13,-0.13,0.5,7.5,-7.5,0.99,0.22,-0.22,59,65,-65,0.0150017,1.5e-07,-1.5e-07,0,,,,,,0.02,0.1,-0.1,1.9,3.2,-3.2,1.3,6.6,-6.6,1240.0,21.0,-21.0,,,,,,,,,,0.5940,0.0000,0.0000,,,,,,,,Active,2013-06-06
8890924,K04269.01,19h35m11.24s,+45d09m38.6s,CANDIDATE,CANDIDATE,26.65626,0.00037,-0.00037,131.5999,0.0084,-0.0084,154,15,-15,4.89,0.46,-0.46,0.06,0.73,-0.73,0,11,-11,89,19,-19,0.191004,1.8e-06,-1.8e-06,0,,,,,,0.011,0.015,-0.015,39,193,-193,3.6,4.9,-4.9,885.0,81.0,-81.0,,,,,,,,,,2.9290,0.0000,0.0000,,,,,,,,Active,2013-06-06
4861784,K04278.01,19h52m08.77s,+39d54m21.6s,FALSE POSITIVE,FALSE POSITIVE,5.629717,8.3e-05,-8.3e-05,136.8377,0.0094,-0.0094,453,44,-44,6.18,0.57,-0.57,0.3,1.4,-1.4,0.7,1.6,-1.6,82,37,-37,0.0604235,6e-07,-6e-07,0,,,,,,0.021,0.013,-0.013,5,11,-11,1.53,0.96,-0.96,776.7,0.0,-0.0,,,,,,,,,,0.6680,0.0000,0.0000,,,,,,,,Active,2013-09-05
5876360,K04279.01,19h27m16.79s,+41d06m44.9s,FALSE POSITIVE,FALSE POSITIVE,1.05086,3.2e-05,-3.2e-05,132.1308,0.001,-0.001,3698,1319,-1319,1.12,0.27,-0.27,1,12,-12,0.96,0.71,-0.71,74,32,-32,0.020233,4.2e-07,-4.2e-07,0,,,,,,0.09,0.39,-0.39,3.6,4.5,-4.5,9,43,-43,1792.7,0.0,-0.0,,,,,,,,,,1.0000,0.0000,0.0000,,,,,,,,Active,2013-07-31
5026326,K04280.01,19h42m41.25s,+40d10m49.3s,FALSE POSITIVE,FALSE POSITIVE,1.39778,1.3e-05,-1.3e-05,132.3121,0.0037,-0.0037,146,14,-14,3.6,1.9,-1.9,0.04,0.47,-0.47,0,56,-56,88,1076,-1076,0.0251289,1.5e-07,-1.5e-07,0,,,,,,0.011,0.014,-0.014,3,15,-15,1.3,1.8,-1.8,1686.2,0.0,-0.0,,,,,,,,,,1.1150,0.0000,0.0000,,,,,,,,Active,2013-07-31
5471574,K02505.02,19h50m45.31s,+40d38m37.2s,FALSE POSITIVE,FALSE POSITIVE,12.42456,0.00027,-0.00027,134.073,0.013,-0.013,80,14,-14,12.17,0.35,-0.35,0.1,1.2,-1.2,0,104,-104,90,763,-763,0.115332,1.7e-06,-1.7e-06,0,,,,,,0.0083,0.0084,-0.0084,8,42,-42,1.5,1.5,-1.5,1107.0,198.0,-198.0,,,,,,,,,,1.6850,0.0000,0.0000,,,,,,,,Active,2013-09-05
5512580,K04281.01,18h54m55.09s,+40d47m20.5s,FALSE POSITIVE,FALSE POSITIVE,383.079,0.019,-0.019,281.524,0.028,-0.028,735,89,-89,13.9,4,-4,0.4,4.4,-4.4,0.4,8.8,-8.8,89.9,3.2,-3.2,1.01744,3.3e-05,-3.3e-05,0,,,,,,0.025,0.027,-0.027,196,921,-921,2.3,2.5,-2.5,231.0,31.0,-31.0,,,,,,,,,,0.8510,0.0000,0.0000,,,,,,,,Active,2013-07-31
11670599,K04282.01,19h44m29.90s,+49d43m36.0s,FALSE POSITIVE,FALSE POSITIVE,0.84759,1.3e-05,-1.3e-05,131.558,0.0028,-0.0028,46,6.4,-6.4,1.7,1.3,-1.3,0.06,0.34,-0.34,0.89,0.75,-0.75,61,99,,0.0183351,1.8e-07,-1.8e-07,0,,,,,,0.0072,0.0042,-0.0042,1.8,4.2,-4.2,0.85,0.49,-0.49,2134.0,360.0,-360.0,,,,,,,,,,1.0720,0.0000,0.0000,,,,,,,,Active,2013-07-31
6359820,K04283.01,19h21m25.69s,+41d45m41.8s,FALSE POSITIVE,FALSE POSITIVE,331.819,0.015,-0.015,347.078,0.02,-0.02,613,80,-80,13,3.5,-3.5,0.3,3.8,-3.8,0,24,-24,89.9,7.5,-7.5,0.950148,2.9e-05,-2.9e-05,0,,,,,,0.023,0.027,-0.027,195,1100,-1100,2.3,2.7,-2.7,263.0,48.0,-48.0,,,,,,,,,,0.9370,0.0000,0.0000,,,,,,,,Active,2013-07-31
10156055,K04284.01,19h47m57.64s,+47d07m50.4s,FALSE POSITIVE,FALSE POSITIVE,2.428032,1.8e-05,-1.8e-05,133.5842,0.0031,-0.0031,83.3,8.8,-8.8,2.07,0.11,-0.11,0.03,0.1,-0.1,0.6,2.3,-2.3,86,25,-25,0.0380762,1.9e-07,-1.9e-07,0,,,,,,0.0087,0.003,-0.003,8,14,-14,1.14,0.39,-0.39,1639.0,261.0,-261.0,,,,,,,,,,1.2000,0.0000,0.0000,,,,,,,,Active,2013-09-05
8418018,K04285.01,19h04m54.50s,+44d25m49.2s,FALSE POSITIVE,FALSE POSITIVE,372.948,0.013,-0.013,217.834,0.017,-0.017,299,31,-31,13.9,3.3,-3.3,0.3,3.7,-3.7,0,12,-12,89.9,4.5,-4.5,1.00494,2.4e-05,-2.4e-05,0,,,,,,0.016,0.022,-0.022,190,1185,-1185,1.5,2.1,-2.1,237.0,41.0,-41.0,,,,,,,,,,0.8670,0.0000,0.0000,,,,,,,,Active,2013-07-31
8890924,K04269.02,19h35m11.24s,+45d09m38.6s,CANDIDATE,CANDIDATE,4.440606,9.3e-05,-9.3e-05,135.275,0.011,-0.011,41.4,5.1,-5.1,7.4,1.3,-1.3,0.05,0.37,-0.37,0.4,7.3,-7.3,85,115,-115,0.057828,8.1e-07,-8.1e-07,0,,,,,,0.0059,0.0052,-0.0052,4,13,-13,1.9,1.7,-1.7,1608.0,147.0,-147.0,,,,,,,,,,2.9290,0.0000,0.0000,,,,,,,,Active,2013-06-06
8483241,K04270.01,19h06m07.87s,+44d33m16.4s,FALSE POSITIVE,FALSE POSITIVE,373.748,0.011,-0.011,178.139,0.016,-0.016,560,56,-56,10.6,4.7,-4.7,0.3,5.4,-5.4,0,26,-26,89.9,6.3,-6.3,1.01773,2.1e-05,-2.1e-05,0,,,,,,0.022,0.044,-0.044,261,2512,-2512,2.3,4.7,-4.7,257.0,50.0,-50.0,,,,,,,,,,0.9690,0.0000,0.0000,,,,,,,,Active,2013-07-31
5959719,K02498.02,19h26m30.91s,+41d12m31.0s,CANDIDATE,CANDIDATE,13.06009,0.00019,-0.00019,144.33,0.0082,-0.0082,100,13,-13,2.63,0.63,-0.63,0.09,0.91,-0.91,0.8,1.6,-1.6,88,14,-14,0.102598,9.9e-07,-9.9e-07,0,,,,,,0.01,0.011,-0.011,21,93,-93,0.86,0.91,-0.91,634.0,101.0,-101.0,,,,,,,,,,0.7520,0.0000,0.0000,,,,,,,,Active,2013-07-31
5992210,K04271.01,19h58m25.98s,+41d16m06.0s,FALSE POSITIVE,FALSE POSITIVE,0.6410986,9.2e-06,-9.2e-06,132.1274,0.0013,-0.0013,123,14,-14,1.2,0.17,-0.17,0.028,0.091,-0.091,0.74,0.97,-0.97,75,41,-41,0.0149134,1.4e-07,-1.4e-07,0,,,,,,0.011,0.0036,-0.0036,2.8,3.8,-3.8,1.22,0.4,-0.4,2117.1,0.0,-0.0,,,,,,,,,,1.0160,0.0000,0.0000,,,,,,,,Active,2013-07-31
9302543,K04272.01,19h56m20.78s,+45d46m36.6s,FALSE POSITIVE,FALSE POSITIVE,1.214822,1e-05,-1e-05,131.7459,0.0017,-0.0017,207,19,-19,3.8,1.6,-1.6,0.07,0.3,-0.3,0.5,3.3,-3.3,76,116,-116,0.0271687,1.6e-07,-1.6e-07,0,,,,,,0.0137,0.0054,-0.0054,2.1,3.7,-3.7,5,2,-2,3299.0,262.0,-262.0,,,,,,,,,,3.3500,0.0000,0.0000,,,,,,,,Active,2013-07-31
9716028,K04273.01,19h36m50.36s,+46d28m47.9s,CANDIDATE,CANDIDATE,17.37277,0.0002,-0.0002,138.3001,0.0068,-0.0068,69.5,7.3,-7.3,3.25,0.25,-0.25,0.03,0.35,-0.35,0,32,-32,90,47,-47,0.137891,1e-06,-1e-06,0,,,,,,0.0077,0.0094,-0.0094,40,251,-251,1.2,1.4,-1.4,878.0,160.0,-160.0,,,,,,,,,,1.3880,0.0000,0.0000,,,,,,,,Active,2013-06-06
6223324,K04274.01,19h47m14.78s,+41d30m56.5s,CANDIDATE,CANDIDATE,1.975048,1.6e-05,-1.6e-05,132.3618,0.0038,-0.0038,144,14,-14,2.51,0.18,-0.18,0.04,0.26,-0.26,0.5,4.7,-4.7,85,68,-68,0.0314616,1.7e-07,-1.7e-07,0,,,,,,0.0113,0.0078,-0.0078,5,16,-16,1.14,0.79,-0.79,1390.9,0.0,-0.0,,,,,,,,,,0.9280,0.0000,0.0000,,,,,,,,Active,2013-06-06
3336845,K04275.01,19h19m54.28s,+38d27m01.8s,FALSE POSITIVE,FALSE POSITIVE,0.498446,1.3e-05,-1.3e-05,131.5914,0.0014,-0.0014,50.2,7.3,-7.3,0.99,0.18,-0.18,0.015,0.043,-0.043,0.73,0.91,-0.91,74,40,-40,0.0116971,2e-07,-2e-07,0,,,,,,0.0071,0.0024,-0.0024,2.7,3.2,-3.2,0.64,0.22,-0.22,2024.0,468.0,-468.0,,,,,,,,,,0.8250,0.0000,0.0000,,,,,,,,Active,2013-07-31
6026924,K04276.01,19h03m52.49s,+41d21m48.8s,CANDIDATE,CANDIDATE,56.6452,0.0011,-0.0011,138.759,0.012,-0.012,115.7,10,-10,16.4,1.3,-1.3,0.2,1.7,-1.7,0,65,-65,90,141,-141,0.288717,3.7e-06,-3.7e-06,0,,,,,,0.01,0.01,-0.01,27,126,-126,1.1,1.1,-1.1,474.6,0.0,-0.0,,,,,,,,,,1.0000,0.0000,0.0000,,,,,,,,Active,2013-06-06
6525280,K04277.01,19h30m58.78s,+41d56m05.5s,FALSE POSITIVE,FALSE POSITIVE,1.710292,1.6e-05,-1.6e-05,131.6116,0.0039,-0.0039,33.3,3,-3,2.6,1.2,-1.2,0.19,0.54,-0.54,0.96,0.14,-0.14,52,48,-48,0.0287765,1.8e-07,-1.8e-07,0,,,,,,0.0067,0.0018,-0.0018,1.6,1.4,-1.4,0.81,0.22,-0.22,1704.0,327.0,-327.0,,,,,,,,,,1.1180,0.0000,0.0000,,,,,,,,Active,2013-09-05
5446285,K00142.02,19h24m35.54s,+40d40m09.8s,FALSE POSITIVE,CONFIRMED,339.42934084,0,0,187.5194914,0,0,355.324,0,0,7.5,0,0,0.126984,0,0,0.1,0,0,89.98,0,0,0.924437,0,0,0,,,,,,0.0170505284,0,0,349.931089,0,0,1.50895,0,0,230.0,0.0,0.0,,,,,,,,,,0.8110,0.0000,0.0000,,,,,,,,Active,2013-07-31
5078025,K04211.01,18h54m53.71s,+40d14m15.2s,FALSE POSITIVE,FALSE POSITIVE,0.6962643,9.7e-06,-9.7e-06,131.887,0.0023,-0.0023,108,12,-12,1.93,0.73,-0.73,0.03,0.13,-0.13,0.6,2.7,-2.7,76,95,-95,0.0154142,1.4e-07,-1.4e-07,0,,,,,,0.0099,0.0047,-0.0047,2.3,4.1,-4.1,0.98,0.47,-0.47,2003.0,418.0,-418.0,,,,,,,,,,0.9090,0.0000,0.0000,,,,,,,,Active,2013-09-05
1724719,K04212.01,19h28m49.13s,+37d13m16.4s,CANDIDATE,CANDIDATE,5.791957,5.5e-05,-5.5e-05,133.3464,0.0053,-0.0053,123.1,10,-10,3.58,0.57,-0.57,0.3,0.86,-0.86,0.93,0.2,-0.2,79,17,-17,0.0647012,4.1e-07,-4.1e-07,0,,,,,,0.0123,0.0031,-0.0031,5,6.5,-6.5,1.47,0.37,-0.37,1123.0,323.0,-323.0,,,,,,,,,,1.0990,0.0000,0.0000,,,,,,,,Active,2013-06-06
8120608,K00571.05,19h54m36.65s,+43d57m18.1s,CANDIDATE,CANDIDATE,129.9455,0.0024,-0.0024,176.827,0.012,-0.012,481,65,-65,5.8,1.3,-1.3,0.1,1.6,-1.6,0,14,-14,89.9,5.4,-5.4,0.410398,5e-06,-5e-06,0,,,,,,0.02,0.027,-0.027,165,883,-883,1.1,1.5,-1.5,202.0,12.0,-12.0,,,,,,,,,,0.5230,0.0000,0.0000,,,,,,,,Active,2013-06-06
11968463,K02433.04,19h37m21.23s,+50d20m11.5s,CANDIDATE,CANDIDATE,27.90416,0.00067,-0.00067,154.94,0.016,-0.016,334,38,-38,5.2,2,-2,0.1,2.6,-2.6,0,36,-36,90,57,-57,0.18616,3e-06,-3e-06,0,,,,,,0.017,0.044,-0.044,40,493,-493,1.9,5,-5,635.9,0.0,-0.0,,,,,,,,,,1.0450,0.0000,0.0000,,,,,,,,Active,2013-09-12
1724719,K04212.02,19h28m49.13s,+37d13m16.4s,CANDIDATE,CANDIDATE,10.09912,0.00016,-0.00016,132.3133,0.0095,-0.0095,104,14,-14,3.29,0.33,-0.33,0.04,0.38,-0.38,0.4,9.4,-9.4,89,30,-30,0.0937313,1e-06,-1e-06,0,,,,,,0.0095,0.0088,-0.0088,22,100,-100,1.1,1.1,-1.1,933.0,268.0,-268.0,,,,,,,,,,1.0990,0.0000,0.0000,,,,,,,,Active,2013-07-31
5632701,K04213.01,19h41m40.91s,+40d50m33.6s,FALSE POSITIVE,FALSE POSITIVE,3.675331,5.4e-05,-5.4e-05,131.6505,0.0077,-0.0077,52.9,4.7,-4.7,6.16,0.97,-0.97,0.05,0.35,-0.35,0.4,6.4,-6.4,84,106,-106,0.0472477,4.6e-07,-4.6e-07,0,,,,,,0.0068,0.0045,-0.0045,4,13,-13,0.81,0.53,-0.53,1288.0,252.0,-252.0,,,,,,,,,,1.0870,0.0000,0.0000,,,,,,,,Active,2013-09-05
10549924,K04214.01,19h48m52.91s,+47d44m53.7s,FALSE POSITIVE,FALSE POSITIVE,0.7158283,8.4e-06,-8.4e-06,132.0619,0.001,-0.001,71,7.2,-7.2,0.961,0.073,-0.073,0.026,0.061,-0.061,0.83,0.43,-0.43,75,22,-22,0.0150489,1.2e-07,-1.2e-07,0,,,,,,0.0088,0.0022,-0.0022,3.3,3.3,-3.3,0.85,0.21,-0.21,1900.0,427.0,-427.0,,,,,,,,,,0.8890,0.0000,0.0000,,,,,,,,Active,2013-07-31
9366617,K04215.01,19h59m26.84s,+45d49m38.5s,CANDIDATE,CANDIDATE,26.54914,0.00055,-0.00055,137.238,0.013,-0.013,150,13,-13,7.9,1.1,-1.1,0.1,1.6,-1.6,0,52,-52,90,118,-118,0.183289,2.5e-06,-2.5e-06,0,,,,,,0.011,0.022,-0.022,26,209,-209,2.7,5.3,-5.3,841.0,49.0,-49.0,,,,,,,,,,2.2290,0.0000,0.0000,,,,,,,,Active,2013-06-27
6187341,K04216.01,19h01m01.48s,+41d35m44.1s,FALSE POSITIVE,FALSE POSITIVE,0.984568238258,0,0,132.3968105,0,0,4060.03,0,0,1.5,0,0,0.0812866,0,0,0.1,0,0,88.91,0,0,0.0184296,0,0,0,,,,,,0.0567221924,0,0,5.27501124,0,0,5.30456,0,0,1443.4,0.0,0.0,,,,,,,,,,0.8570,0.0000,0.0000,,,,,,,,Active,2013-07-31
5702637,K04217.01,19h23m27.85s,+40d54m05.7s,FALSE POSITIVE,FALSE POSITIVE,1.0388699,8.3e-06,-8.3e-06,132.3935,0.0011,-0.0011,222,23,-23,3,0.52,-0.52,0.04,0.13,-0.13,0,25,-25,89,527,-527,0.0223692,1.2e-07,-1.2e-07,0,,,,,,0.0138,0.0036,-0.0036,2.7,3.5,-3.5,2.03,0.53,-0.53,2414.0,494.0,-494.0,,,,,,,,,,1.3470,0.0000,0.0000,,,,,,,,Active,2013-07-31
8309169,K04218.01,19h40m37.31s,+44d17m41.5s,FALSE POSITIVE,FALSE POSITIVE,293.814,0.012,-0.012,258.036,0.023,-0.023,462,63,-63,15.3,4.8,-4.8,0.3,5,-5,0,23,-23,89.9,9.9,-9.9,0.887417,2.4e-05,-2.4e-05,0,,,,,,0.02,0.028,-0.028,143,1014,-1014,2.1,3,-3,286.0,82.0,-82.0,,,,,,,,,,0.9910,0.0000,0.0000,,,,,,,,Active,2013-07-31
4678919,K04219.01,19h49m42.58s,+39d46m52.1s,FALSE POSITIVE,FALSE POSITIVE,1.878905,1.5e-05,-1.5e-05,133.0668,0.0031,-0.0031,74.2,8.9,-8.9,2.41,0.28,-0.28,0.02,0.27,-0.27,0,42,-42,89,417,-417,0.0297049,1.6e-07,-1.6e-07,0,,,,,,0.008,0.011,-0.011,6,37,-37,0.8,1.1,-1.1,1421.0,259.0,-259.0,,,,,,,,,,0.8970,0.0000,0.0000,,,,,,,,Active,2013-09-05
5563080,K04220.01,19h55m41.67s,+40d44m58.3s,FALSE POSITIVE,FALSE POSITIVE,0.7854919,7.8e-06,-7.8e-06,131.85028,0.00083,-0.00083,166,16,-16,0.88,0.1,-0.1,0.11,0.39,-0.39,0.94,0.2,-0.2,68,38,-38,0.0154692,1e-07,-1e-07,0,,,,,,0.0152,0.0056,-0.0056,2.5,3.6,-3.6,1.44,0.53,-0.53,1760.0,454.0,-454.0,,,,,,,,,,0.8650,0.0000,0.0000,,,,,,,,Active,2013-07-31
6364067,K04221.01,19h27m18.46s,+41d42m35.6s,FALSE POSITIVE,FALSE POSITIVE,5.24367,0.00015,-0.00015,132.705,0.017,-0.017,124,10,-10,12,6.4,-6.4,0.1,1.9,-1.9,0,43,-43,87,765,-765,0.0599678,1.1e-06,-1.1e-06,0,,,,,,0.01,0.017,-0.017,3,22,-22,1.1,1.9,-1.9,997.9,0.0,-0.0,,,,,,,,,,0.9890,0.0000,0.0000,,,,,,,,Active,2013-09-05
11968463,K02433.05,19h37m21.23s,+50d20m11.5s,FALSE POSITIVE,FALSE POSITIVE,0.646738,1.5e-05,-1.5e-05,132.0227,0.0019,-0.0019,123,26,-26,0.97,0.17,-0.17,0.2,0.42,-0.42,0.972,0.071,-0.071,48,37,-37,0.0151331,2.4e-07,-2.4e-07,0,,,,,,0.0135,0.0035,-0.0035,1.45,0.93,-0.93,1.54,0.4,-0.4,2230.4,0.0,-0.0,,,,,,,,,,1.0450,0.0000,0.0000,,,,,,,,Active,2013-07-31
9183378,K04222.01,20h03m44.49s,+45d35m47.5s,CANDIDATE,CANDIDATE,3.385562,2.3e-05,-2.3e-05,133.9746,0.0033,-0.0033,112,12,-12,2.11,0.49,-0.49,0.27,0.77,-0.77,0.96,0.12,-0.12,76,19,-19,0.0437582,2e-07,-2e-07,0,,,,,,0.0124,0.0033,-0.0033,4.1,5.1,-5.1,2.05,0.54,-0.54,1484.0,189.0,-189.0,,,,,,,,,,1.5150,0.0000,0.0000,,,,,,,,Active,2013-07-31
11188254,K04223.01,19h22m34.32s,+48d53m15.0s,FALSE POSITIVE,FALSE POSITIVE,2.753566,1.6e-05,-1.6e-05,133.8775,0.0035,-0.0035,217,20,-20,2.57,0.15,-0.15,0.04,0.31,-0.31,0,11,-11,88,91,-91,0.0401428,1.5e-07,-1.5e-07,0,,,,,,0.014,0.01,-0.01,8,29,-29,1.9,1.4,-1.4,1520.3,0.0,-0.0,,,,,,,,,,1.2430,0.0000,0.0000,,,,,,,,Active,2013-07-31
1724513,K04224.01,19h28m39.57s,+37d16m32.7s,FALSE POSITIVE,FALSE POSITIVE,1.975222,1.3e-05,-1.3e-05,131.6259,0.0025,-0.0025,79.5,8.2,-8.2,1.59,0.1,-0.1,0.028,0.095,-0.095,0.7,1.1,-1.1,84,19,-19,0.0320203,1.4e-07,-1.4e-07,0,,,,,,0.0088,0.0027,-0.0027,7,11,-11,1.3,0.41,-0.41,1778.0,363.0,-363.0,,,,,,,,,,1.3520,0.0000,0.0000,,,,,,,,Active,2013-09-12
9535876,K04225.01,19h42m13.81s,+46d10m20.1s,FALSE POSITIVE,FALSE POSITIVE,0.9608637,9.8e-06,-9.8e-06,131.7607,0.0027,-0.0027,102,12,-12,1.33,0.5,-0.5,1.1,7.5,-7.5,0.995,0.05,-0.05,30,17,-17,0.0179884,1.2e-07,-1.2e-07,0,,,,,,0.017,0.028,-0.028,1.15,0.13,-0.13,1.8,3,-3,1796.0,482.0,-482.0,,,,,,,,,,0.9790,0.0000,0.0000,,,,,,,,Active,2013-09-05
9491832,K04226.01,20h02m14.98s,+46d02m16.1s,CANDIDATE,CANDIDATE,49.56516,0.00093,-0.00093,170.693,0.01,-0.01,128,12,-12,8.4,1,-1,0.1,1.4,-1.4,0,29,-29,90,39,-39,0.260354,3.2e-06,-3.2e-06,0,,,,,,0.01,0.016,-0.016,44,303,-303,1.7,2.7,-2.7,603.0,101.0,-101.0,,,,,,,,,,1.5280,0.0000,0.0000,,,,,,,,Active,2013-06-06
7816665,K04227.01,19h19m39.92s,+43d30m27.6s,FALSE POSITIVE,FALSE POSITIVE,4.292517,4e-05,-4e-05,131.7864,0.0056,-0.0056,300,26,-26,3.2,0.74,-0.74,0.2,1.2,-1.2,0.8,1.4,-1.4,82,38,-38,0.0524174,3.2e-07,-3.2e-07,0,,,,,,0.018,0.012,-0.012,6,20,-20,1.5,1,-1,992.4,0.0,-0.0,,,,,,,,,,0.7620,0.0000,0.0000,,,,,,,,Active,2013-09-05
9535881,K04228.01,19h42m14.30s,+46d10m40.9s,FALSE POSITIVE,FALSE POSITIVE,0.9608335,6.3e-06,-6.3e-06,131.78234,0.00058,-0.00058,136,11,-11,0.736,0.03,-0.03,0.015,0.034,-0.034,0.68,0.8,-0.8,85,11,-11,0.0218765,9.5e-08,-9.5e-08,0,,,,,,0.0116,0.002,-0.002,7.5,7.4,-7.4,2.09,0.36,-0.36,2836.0,668.0,-668.0,,,,,,,,,,1.6530,0.0000,0.0000,,,,,,,,Active,2013-07-31
11616596,K04229.01,19h38m59.97s,+49d39m48.4s,FALSE POSITIVE,FALSE POSITIVE,14.58975,0.0003,-0.0003,136.167,0.013,-0.013,53.5,6.6,-6.6,15.54,0.71,-0.71,0.1,1.1,-1.1,0,431,-431,90,3416,-3416,0.119372,1.6e-06,-1.6e-06,0,,,,,,0.0067,0.0065,-0.0065,7,35,-35,0.78,0.76,-0.76,810.0,315.0,-315.0,,,,,,,,,,1.0660,0.0000,0.0000,,,,,,,,Active,2013-09-05
9872831,K04230.01,18h47m35.35s,+46d43m21.6s,CANDIDATE,CANDIDATE,5.495415,5.1e-05,-5.1e-05,133.6439,0.0052,-0.0052,90.2,8.2,-8.2,2.6,0.16,-0.16,0.04,0.17,-0.17,0.6,2.5,-2.5,87,16,-16,0.060958,3.8e-07,-3.8e-07,0,,,,,,0.009,0.0045,-0.0045,13,28,-28,0.99,0.49,-0.49,1032.8,0.0,-0.0,,,,,,,,,,1.0000,0.0000,0.0000,,,,,,,,Active,2013-06-06
6383595,K04231.01,19h48m38.83s,+41d46m33.0s,FALSE POSITIVE,FALSE POSITIVE,24.91034,0.00057,-0.00057,143.037,0.012,-0.012,227,51,-51,3.4,1.4,-1.4,0.1,1.8,-1.8,0,26,-26,90,37,-37,0.186695,2.8e-06,-2.8e-06,0,,,,,,0.014,0.037,-0.037,51,727,-727,2.9,7.7,-7.7,925.0,113.0,-113.0,,,,,,,,,,1.8870,0.0000,0.0000,,,,,,,,Active,2013-07-31
11080405,K02442.02,19h19m26.13s,+48d41m37.9s,CANDIDATE,CANDIDATE,12.31032,0.0002,-0.0002,141.869,0.01,-0.01,272,34,-34,3.7,1.3,-1.3,0.2,1.7,-1.7,0.8,2.1,-2.1,87,21,-21,0.096084,1.1e-06,-1.1e-06,0,,,,,,0.017,0.02,-0.02,16,73,-73,1.4,1.6,-1.6,645.0,122.0,-122.0,,,,,,,,,,0.7650,0.0000,0.0000,,,,,,,,Active,2013-07-31
7021681,K00255.02,19h11m25.95s,+42d32m33.5s,CANDIDATE,CANDIDATE,13.60274,0.00018,-0.00018,140.4108,0.0079,-0.0079,229,32,-32,2.63,0.4,-0.4,0.05,0.54,-0.54,0.5,8.3,-8.3,89,17,-17,0.0912254,7.9e-07,-7.9e-07,0,,,,,,0.014,0.018,-0.018,35,179,-179,0.8,1,-1,429.0,11.0,-11.0,,,,,,,,,,0.5230,0.0000,0.0000,,,,,,,,Active,2013-07-31
11709124,K00435.05,19h19m07.32s,+49d53m47.5s,CANDIDATE,CANDIDATE,62.30354,0.00046,-0.00046,179.0923,0.0044,-0.0044,818,32,-32,7.3,1.2,-1.2,0.2,1.3,-1.3,0,87,-87,90,74,-74,0.310921,1.5e-06,-1.5e-06,0,,,,,,0.026,0.018,-0.018,67,216,-216,2.7,1.8,-1.8,458.0,71.0,-71.0,,,,,,,,,,0.9320,0.0000,0.0000,,,,,,,,Active,2013-07-31
9022166,K02175.02,19h27m31.21s,+45d23m16.6s,CANDIDATE,CANDIDATE,72.3813,0.0011,-0.0011,179.5122,0.0093,-0.0093,367,25,-25,7.9,1.3,-1.3,0.1,1.6,-1.6,0,84,-84,90,67,-67,0.336736,3.4e-06,-3.4e-06,0,,,,,,0.017,0.023,-0.023,71,389,-389,1.6,2.1,-2.1,368.6,0.0,-0.0,,,,,,,,,,0.8390,0.0000,0.0000,,,,,,,,Active,2013-07-31
10075409,K04019.01,19h27m37.21s,+47d05m41.7s,FALSE POSITIVE,FALSE POSITIVE,360.353,0.02,-0.02,159.322,0.027,-0.027,1033,128,-128,16,3.9,-3.9,0.5,4.5,-4.5,0.4,9.3,-9.3,89.9,3.7,-3.7,0.911201,3.4e-05,-3.4e-05,0,,,,,,0.029,0.032,-0.032,166,630,-630,2.2,2.3,-2.3,192.0,11.0,-11.0,,,,,,,,,,0.6810,0.0000,0.0000,,,,,,,,Active,2013-07-31
