kepid,kepoi_name,ra_str,dec_str,koi_pdisposition,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_vet_stat,koi_vet_date
2452450,K00380.01,19h33m47.71s,+37d43m21.5s,FALSE POSITIVE,FALSE POSITIVE,8.0970439,7.2e-06,-7.2e-06,170.81146,0.00059,-0.00059,1019,,,4.6002,,,,,,0.027,0.1,-0.1,89.95,,,0.087,,,0,,,,,,0.029,0.012,-0.012,14.05,0.24,-0.24,5.3,3.1,-3.1,1294.0,,,6638.00,122.00,-122.00,4.110,0.300,-0.300,,,,1.7000,0.6800,-0.6800,1.3500,0.1700,-0.1700,2.4,0.54,-0.54,Pinsonneault,Active,2013-10-25
3230578,K00381.01,19h20m48.87s,+38d22m29.8s,FALSE POSITIVE,FALSE POSITIVE,6.3376133,2.2e-06,-2.2e-06,170.18907,0.00024,-0.00024,1805,,,1.6106,,,,,,0.97,0.19,-0.19,85.37,,,0.069,,,0,,,,,,0.0612,0.0092,-0.0092,11.6,1.6,-1.6,7.6,,,1093.0,,,6104.00,,,4.367,,,,,,1.1360,,,1.0970,,,,,,J-K,Active,2013-10-25
3231137,K00382.01,19h21m23.36s,+38d22m40.4s,FALSE POSITIVE,FALSE POSITIVE,3.900156,3.3e-06,-3.3e-06,172.36974,0.00056,-0.00056,759,,,2.6827,,,,,,0.03,0.1,-0.1,89.95,,,0.051,,,0,,,,,,0.0249,0.009,-0.009,11.42,0.1,-0.1,3,1.3,-1.3,1331.0,,,6434.00,92.00,-92.00,4.410,0.300,-0.300,,,,1.1200,0.2600,-0.2600,1.1810,0.0790,-0.0790,0.42,0.6,-0.6,Pinsonneault,Active,2013-10-25
3353050,K00384.01,19h36m35.92s,+38d27m29.8s,CANDIDATE,CANDIDATE,5.08006,4.2e-05,-4.2e-05,174.4287,0.0026,-0.0026,230,,,5.2694,,,,,,0.427,0.1,-0.1,86.52,,,0.059,,,0,,,,,,0.01405,0.00022,-0.00022,6.81,0.73,-0.73,1.85,0.85,-0.85,1211.0,,,6074.00,133.00,-133.00,4.290,0.300,-0.300,,,,1.2100,0.5500,-0.5500,1.0400,0.1500,-0.1500,5.5,1.7,-1.7,Pinsonneault,Active,2013-10-25
3446746,K00385.01,19h28m51.62s,+38d32m54.9s,CANDIDATE,CANDIDATE,13.14494,0.00013,-0.00013,174.8458,0.0034,-0.0034,288,,,4.1767,,,,,,0.946,0.1,-0.1,84.22,,,0.105,,,0,,,,,,0.01983,0.00047,-0.00047,9.2,1.2,-1.2,2.06,0.79,-0.79,749.0,,,5639.00,86.00,-86.00,4.430,0.300,-0.300,,,,0.9500,0.3700,-0.3700,0.8860,0.0600,-0.0600,9.2,3.5,-3.5,Pinsonneault,Active,2013-10-25
3656121,K00386.01,19h36m26.58s,+38d42m36.8s,CANDIDATE,CANDIDATE,31.15857,0.00018,-0.00018,173.9046,0.0019,-0.0019,946,,,5.2014,,,,,,0.023,0.1,-0.1,89.95,,,0.2,,,0,,,,,,0.02814,0.0003,-0.0003,47,1.7,-1.7,3.4,1.3,-1.3,648.0,,,6212.00,98.00,-98.00,4.380,0.300,-0.300,,,,1.1200,0.4300,-0.4300,1.0900,0.1100,-0.1100,2.7,1.1,-1.1,Pinsonneault,Active,2013-10-25
10620329,K00066.01,19h54m50.21s,+47d50m24.1s,FALSE POSITIVE,FALSE POSITIVE,0.43628223,7.7e-07,-7.7e-07,170.701637,9.5e-05,-9.5e-05,553,,,1.3061,,,,,,1.3024,0.1,-0.1,24.64,,,0.015,,,0,,,,,,0.3224,0.0036,-0.0036,1.434,0.026,-0.026,152,37,-37,6317.0,,,8450.00,200.00,-200.00,3.580,0.300,-0.300,,,,4.3000,1.1000,-1.1000,2.5900,0.2600,-0.2600,0.53,0.12,-0.12,Pinsonneault,Active,2013-10-25
10266615,K00530.01,19h14m40.96s,+47d23m56.9s,CANDIDATE,CANDIDATE,10.940266,7.9e-05,-7.9e-05,170.3063,0.0025,-0.0025,579,,,2.3424,,,,,,0.66,0.55,-0.55,88.81,,,0.095,,,0,,,,,,0.0232,0.0055,-0.0055,28,13,-13,2.1,1,-1,755.0,,,5723.00,87.00,-87.00,4.560,0.300,-0.300,,,,0.8500,0.3500,-0.3500,0.9570,0.0690,-0.0690,0.4,3.6,-3.6,Pinsonneault,Active,2013-10-25
10395543,K00531.01,19h10m45.89s,+47d32m48.8s,CANDIDATE,CANDIDATE,3.6874687,2.2e-06,-2.2e-06,170.87962,0.00017,-0.00017,3353,,,1.0517,,,,,,0,0.93,-0.93,89.95,,,0.038,,,0,,,,,,0.052,0.0022,-0.0022,28.2,1.3,-1.3,3,0.13,-0.13,673.0,,,4091.00,58.00,-58.00,4.730,0.300,-0.300,,,,0.5290,0.0081,-0.0081,0.5530,0.0110,-0.0110,14,3.5,-3.5,Pinsonneault,Active,2013-10-25
10454313,K00532.01,18h57m01.73s,+47d41m20.2s,CANDIDATE,CANDIDATE,4.221644,1.8e-05,-1.8e-05,173.6979,0.0013,-0.0013,643,,,3.0296,,,,,,0.72,0.12,-0.12,84.8,,,0.052,,,0,,,,,,0.02502,0.00076,-0.00076,7.8,2.9,-2.9,2.7,1.2,-1.2,1170.0,,,6115.00,96.00,-96.00,4.490,0.300,-0.300,,,,0.9800,0.4300,-0.4300,1.0750,0.0990,-0.0990,0.3,1.7,-1.7,Pinsonneault,Active,2013-10-25
10513530,K00533.01,18h42m33.93s,+47d45m07.0s,CANDIDATE,CANDIDATE,16.549414,9.8e-05,-9.8e-05,171.6992,0.0028,-0.0028,736,,,4.1569,,,,,,0.54,0.58,-0.58,88.81,,,0.118,,,0,,,,,,0.0255,0.0029,-0.0029,27,12,-12,2.4,1.4,-1.4,638.0,,,5337.00,90.00,-90.00,4.460,0.300,-0.300,,,,0.8700,0.4900,-0.4900,0.8000,0.0810,-0.0810,14,3.6,-3.6,Pinsonneault,Active,2013-10-25
5866724,K00085.02,19h14m45.29s,+41d09m04.2s,CANDIDATE,CONFIRMED,2.1549189,8.3e-06,-8.3e-06,133.4963,0.0011,-0.0011,98,,,3.23,,,,,,0.714,0.1,-0.1,79.07,,,0.035,,,0,,,,,,0.00971,9e-05,-9e-05,3.73,0.11,-0.11,1.27,0.1,-0.1,1592.0,,,6172.00,50.00,-50.00,4.360,0.100,-0.100,,,,1.1970,0.0980,-0.0980,1.2050,0.0400,-0.0400,1.65,0.98,-0.98,SPC,Active,2013-10-25
10513530,K00533.02,18h42m33.93s,+47d45m07.0s,CANDIDATE,CANDIDATE,3.52467,5.3e-05,-5.3e-05,131.6421,0.006,-0.006,131,,,2.0553,,,,,,0.71,0.32,-0.32,85.94,,,0.042,,,0,,,,,,0.0115,0.0015,-0.0015,9.5,4.2,-4.2,1.09,0.64,-0.64,1070.0,,,5337.00,90.00,-90.00,4.460,0.300,-0.300,,,,0.8700,0.4900,-0.4900,0.8000,0.0810,-0.0810,14,3.6,-3.6,Pinsonneault,Active,2013-10-25
10554999,K00534.01,19h54m39.29s,+47d45m43.3s,CANDIDATE,CANDIDATE,6.400104,3.2e-05,-3.2e-05,174.024,0.0015,-0.0015,752,,,2.0278,,,,,,0.91,0.12,-0.12,85.37,,,0.064,,,0,,,,,,0.0308,0.0028,-0.0028,11.7,4,-4,2.48,0.36,-0.36,792.0,,,5289.00,73.00,-73.00,4.630,0.300,-0.300,,,,0.7380,0.0850,-0.0850,0.8420,0.0250,-0.0250,0.6,3.8,-3.8,Pinsonneault,Active,2013-10-25
10554999,K00534.02,19h54m39.29s,+47d45m43.3s,CANDIDATE,CANDIDATE,2.73589,1.8e-05,-1.8e-05,171.0956,0.0017,-0.0017,428,,,2.0237,,,,,,0.8,0.25,-0.25,83.08,,,0.036,,,0,,,,,,0.0211,0.0019,-0.0019,6.6,2.2,-2.2,1.7,0.25,-0.25,1056.0,,,5289.00,73.00,-73.00,4.630,0.300,-0.300,,,,0.7380,0.0850,-0.0850,0.8420,0.0250,-0.0250,0.6,3.8,-3.8,Pinsonneault,Active,2013-10-25
10873260,K00535.01,19h45m32.53s,+48d14m00.4s,CANDIDATE,CANDIDATE,5.852981,1.8e-05,-1.8e-05,171.1805,0.00089,-0.00089,1124,,,4.5641,,,,,,0.02,0.19,-0.19,89.95,,,0.064,,,0,,,,,,0.03039,0.00034,-0.00034,10.1,1.3,-1.3,3.3,1.7,-1.7,1052.0,,,6021.00,108.00,-108.00,4.440,0.300,-0.300,,,,1.0000,0.5200,-0.5200,1.0200,0.1300,-0.1300,3,2,-2,Pinsonneault,Active,2013-10-25
10965008,K00536.01,19h04m05.76s,+48d25m54.4s,CANDIDATE,CANDIDATE,81.1699,0.0011,-0.0011,178.5921,0.0044,-0.0044,1121,,,7.4609,,,,,,0,0.42,-0.42,89.95,,,0.365,,,0,,,,,,0.0301,0.0031,-0.0031,86,25,-25,2.9,1.3,-1.3,396.0,,,5803.00,110.00,-110.00,4.550,0.300,-0.300,,,,0.8700,0.3800,-0.3800,0.9800,0.0760,-0.0760,0.4,3.3,-3.3,Pinsonneault,Active,2013-10-25
11073351,K00537.01,19h03m09.76s,+48d40m59.7s,CANDIDATE,CANDIDATE,2.82021,1.5e-05,-1.5e-05,170.7857,0.0014,-0.0014,469,,,2.4721,,,,,,0.42,0.35,-0.35,87.09,,,0.04,,,0,,,,,,0.02016,0.00092,-0.00092,8.1,2.6,-2.6,2.14,0.58,-0.58,1329.0,,,6107.00,84.00,-84.00,4.490,0.300,-0.300,,,,0.9700,0.2600,-0.2600,1.0670,0.0560,-0.0560,0.4,2,-2,Pinsonneault,Active,2013-10-25
11090765,K00538.01,19h39m48.35s,+48d39m04.3s,CANDIDATE,CANDIDATE,21.21711,0.00019,-0.00019,171.6484,0.003,-0.003,634,,,5.663,,,,,,0.841,0.1,-0.1,87.09,,,0.155,,,0,,,,,,0.02609,0.00041,-0.00041,16.9,1.9,-1.9,3,1,-1,713.0,,,6202.00,104.00,-104.00,4.430,0.300,-0.300,,,,1.0500,0.3600,-0.3600,1.0920,0.0940,-0.0940,1.4,1.2,-1.2,Pinsonneault,Active,2013-10-25
11246364,K00539.01,19h31m54.92s,+48d59m48.0s,FALSE POSITIVE,FALSE POSITIVE,200,,,171.27413,,,98,,,7.2668,,,,,,0.799,0.1,-0.1,89.38,,,0.67,,,0,,,,,,0.01012,0,0,129.943897,0,0,1.21,0.57,-0.57,337.0,,,5986.00,103.00,-103.00,4.360,0.300,-0.300,,,,1.0900,0.5200,-0.5200,1.0000,0.1300,-0.1300,5.6,2.1,-2.1,Pinsonneault,Active,2013-10-25
11521048,K00540.01,19h51m04.07s,+49d26m48.0s,FALSE POSITIVE,FALSE POSITIVE,25.702787,2.1e-05,-2.1e-05,194.82499,0.00057,-0.00057,5957,,,2.9298,,,,,,1.29,0.98,-0.98,87.66,,,0.163,,,0,,,,,,0.38,0.19,-0.19,30,15,-15,36,23,-23,569.0,,,5567.00,88.00,-88.00,4.500,0.300,-0.300,,,,0.8800,0.3500,-0.3500,0.8800,0.0550,-0.0550,6.8,4,-4,Pinsonneault,Active,2013-10-25
7815931,K02861.01,19h18m35.43s,+43d34m45.1s,FALSE POSITIVE,FALSE POSITIVE,1.8685565,6.2e-06,-6.2e-06,132.5153,0.0023,-0.0023,225,,,1.1811,,,,,,0.89,0.66,-0.66,81.36,,,0.03,,,0,,,,,,0.0168,0.0059,-0.0059,5.9,2.8,-2.8,1.9,1.3,-1.3,1565.0,,,6052.00,106.00,-106.00,4.420,0.300,-0.300,,,,1.0300,0.6300,-0.6300,1.0300,0.1500,-0.1500,3.2,1.7,-1.7,Pinsonneault,Active,2013-10-25
6679295,K02862.01,19h11m47.67s,+42d09m22.1s,CANDIDATE,CANDIDATE,24.57537,0.00019,-0.00019,144.178,0.006,-0.006,1013,,,2.3242,,,,,,0.9,0.69,-0.69,88.81,,,0.13,,,0,,,,,,0.035,0.011,-0.011,40,17,-17,2.2,1.4,-1.4,360.0,,,3911.00,200.00,-200.00,4.620,0.300,-0.300,,,,0.5700,0.3000,-0.3000,0.4900,0.3000,-0.3000,,,,KIC,Active,2013-10-25
3241557,K02863.01,19h32m18.74s,+38d21m32.7s,FALSE POSITIVE,FALSE POSITIVE,1.7033565,5.4e-06,-5.4e-06,132.4616,0.0018,-0.0018,97,,,1.9602,,,,,,0.22,0.76,-0.76,88.24,,,0.028,,,0,,,,,,0.0089,0.0035,-0.0035,6.5,3.1,-3.1,0.92,0.55,-0.55,1558.0,,,6052.00,82.00,-82.00,4.500,0.300,-0.300,,,,0.9500,0.4200,-0.4200,1.0540,0.0880,-0.0880,0.3,2,-2,Pinsonneault,Active,2013-10-25
3957082,K02864.01,19h28m57.08s,+39d00m18.3s,FALSE POSITIVE,FALSE POSITIVE,3.778891,3.1e-05,-3.1e-05,134.1873,0.0055,-0.0055,51,,,5.4195,,,,,,0.15,0.85,-0.85,88.24,,,0.048,,,0,,,,,,0.0064,0.003,-0.003,5.4,2.5,-2.5,0.75,0.52,-0.52,1274.0,,,6086.00,106.00,-106.00,4.390,0.300,-0.300,,,,1.0800,0.5400,-0.5400,1.0400,0.1300,-0.1300,3.8,1.6,-1.6,Pinsonneault,Active,2013-10-25
8681833,K02865.01,19h15m32.79s,+44d50m22.4s,CANDIDATE,CANDIDATE,1.3115613,6.7e-06,-6.7e-06,131.5319,0.0032,-0.0032,152,,,1.9981,,,,,,0.53,0.79,-0.79,83.08,,,0.023,,,0,,,,,,0.0115,0.0043,-0.0043,4.4,2.1,-2.1,1.12,0.65,-0.65,1609.0,,,5870.00,115.00,-115.00,4.540,0.300,-0.300,,,,0.8900,0.3900,-0.3900,0.9960,0.0820,-0.0820,0.3,2.8,-2.8,Pinsonneault,Active,2013-10-25
4138951,K02866.01,19h03m00.49s,+39d14m57.2s,CANDIDATE,CANDIDATE,1.2912458,6.3e-06,-6.3e-06,131.9838,0.0029,-0.0029,66,,,2.0291,,,,,,0.02,0.18,-0.18,89.95,,,0.024,,,0,,,,,,0.0072,0.0036,-0.0036,5.04,0.28,-0.28,0.86,0.48,-0.48,1895.0,,,6376.00,90.00,-90.00,4.430,0.300,-0.300,,,,1.0900,0.2700,-0.2700,1.1590,0.0690,-0.0690,0.35,0.83,-0.83,Pinsonneault,Active,2013-10-25
3102384,K00273.01,19h09m54.84s,+38d13m43.8s,CANDIDATE,CANDIDATE,10.573769,2.6e-05,-2.6e-05,175.06601,0.00085,-0.00085,298,,,1.736,,,,,,0.03,0.8,-0.8,89.95,,,0.098,,,0,,,,,,0.0156,0.0029,-0.0029,47,22,-22,1.82,0.36,-0.36,844.0,,,5783.00,50.00,-50.00,4.430,0.100,-0.100,,,,1.0720,0.0680,-0.0680,1.1180,0.0260,-0.0260,1.9,1.4,-1.4,SPC,Active,2013-10-25
9899181,K02867.01,19h40m36.12s,+46d46m20.3s,FALSE POSITIVE,FALSE POSITIVE,1.3325472,5.9e-06,-5.9e-06,132.0592,0.0025,-0.0025,28,,,3.1847,,,,,,0.12,0.77,-0.77,87.66,,,0.021,,,0,,,,,,0.0047,0.0018,-0.0018,3.2,1.5,-1.5,0.39,,,1231.0,,,4636.00,,,4.526,,,,,,0.7610,,,0.7100,,,,,,J-K,Active,2013-10-25
9899181,K02867.02,19h40m36.12s,+46d46m20.3s,CANDIDATE,CANDIDATE,18.94,0.0011,-0.0011,139.012,0.04,-0.04,9,,,5.6448,,,,,,0.51,0.91,-0.91,88.81,,,0.124,,,0,,,,,,0.0029,0.0015,-0.0015,22,11,-11,0.24,,,507.0,,,4636.00,,,4.526,,,,,,0.7610,,,0.7100,,,,,,J-K,Active,2013-10-25
8884274,K02868.01,19h25m23.99s,+45d10m20.2s,CANDIDATE,CANDIDATE,10.652797,7.2e-05,-7.2e-05,136.0855,0.0053,-0.0053,888,,,2.7244,,,,,,0.44,0.81,-0.81,88.81,,,0.092,,,0,,,,,,0.027,0.013,-0.013,28,13,-13,1.7,1.2,-1.2,595.0,,,5392.00,200.00,-200.00,4.880,0.300,-0.300,,,,0.5700,0.3000,-0.3000,0.9200,0.3000,-0.3000,,,,KIC,Active,2013-10-25
7767162,K02869.01,19h45m10.45s,+43d24m11.8s,CANDIDATE,CANDIDATE,3.300426,2e-05,-2e-05,133.5617,0.0044,-0.0044,102,,,4.6413,,,,,,0.2,0.79,-0.79,87.66,,,0.045,,,0,,,,,,0.009,0.0038,-0.0038,5.4,2.4,-2.4,1.22,0.69,-0.69,1450.0,,,6260.00,104.00,-104.00,4.300,0.300,-0.300,,,,1.2400,0.4800,-0.4800,1.1200,0.1300,-0.1300,3.49,0.81,-0.81,Pinsonneault,Active,2013-10-25
4861791,K02870.01,19h52m09.43s,+39d54m07.0s,FALSE POSITIVE,FALSE POSITIVE,5.62955,0.00012,-0.00012,136.858,0.017,-0.017,299,,,4.5055,,,,,,0.97,0.17,-0.17,64.17,,,0.062,,,0,,,,,,0.0237,0.0025,-0.0025,2.25,0.51,-0.51,1.66,0.8,-0.8,795.0,,,5605.00,200.00,-200.00,4.820,0.300,-0.300,,,,0.6400,0.3000,-0.3000,0.9800,0.3000,-0.3000,,,,KIC,Active,2013-10-25
10793172,K02871.01,19h20m48.39s,+48d11m09.0s,CANDIDATE,CANDIDATE,12.10001,0.00011,-0.00011,143.0375,0.0063,-0.0063,178,,,3.4149,,,,,,0.2,0.81,-0.81,89.38,,,0.101,,,0,,,,,,0.0119,0.0047,-0.0047,27,13,-13,1.1,0.67,-0.67,723.0,,,5677.00,90.00,-90.00,4.560,0.300,-0.300,,,,0.8400,0.3900,-0.3900,0.9430,0.0790,-0.0790,0.8,3.9,-3.9,Pinsonneault,Active,2013-10-25
8192911,K03058.01,19h58m54.83s,+44d01m54.5s,FALSE POSITIVE,FALSE POSITIVE,7.538885,7.2e-05,-7.2e-05,135.3292,0.0075,-0.0075,425,,,3.0899,,,,,,0.37,0.76,-0.76,88.81,,,0.074,,,0,,,,,,0.0187,0.0073,-0.0073,17.7,8.6,-8.6,1.95,0.97,-0.97,812.0,,,5122.00,200.00,-200.00,4.460,0.300,-0.300,,,,0.9600,0.3000,-0.3000,0.9700,0.3000,-0.3000,,,,KIC,Active,2013-10-25
10554967,K03059.01,19h54m36.76s,+47d42m49.4s,FALSE POSITIVE,FALSE POSITIVE,0.5363397,1.1e-06,-1.1e-06,131.7082,0.001,-0.001,528,,,1.1485,,,,,,0.43,0.83,-0.83,82.51,,,0.013,,,0,,,,,,0.021,0.01,-0.01,3.3,1.5,-1.5,1.7,1.1,-1.1,1765.0,,,5301.00,200.00,-200.00,4.680,0.300,-0.300,,,,0.7400,0.3000,-0.3000,0.9500,0.3000,-0.3000,,,,KIC,Active,2013-10-25
11019987,K03060.01,19h06m19.34s,+48d32m39.1s,CANDIDATE,CANDIDATE,6.91311,7.8e-05,-7.8e-05,138.4245,0.0072,-0.0072,38,,,4.7787,,,,,,0.02,0.32,-0.32,89.95,,,0.076,,,0,,,,,,0.0054,0.0027,-0.0027,11.1,1.5,-1.5,0.71,0.48,-0.48,1142.0,,,6528.00,80.00,-80.00,4.370,0.300,-0.300,,,,1.2000,0.5500,-0.5500,1.2100,0.1500,-0.1500,0.95,0.77,-0.77,Pinsonneault,Active,2013-10-25
4857058,K03061.01,19h48m10.10s,+39d54m44.0s,CANDIDATE,CANDIDATE,7.328505,2.7e-05,-2.7e-05,132.1305,0.0026,-0.0026,300,,,1.2228,,,,,,1.01,0.8,-0.8,84.8,,,0.067,,,0,,,,,,0.045,0.022,-0.022,10.7,5.3,-5.3,3.7,4.4,-4.4,744.0,,,5058.00,83.00,-83.00,4.560,0.300,-0.300,,,,0.7500,0.8200,-0.8200,0.7400,0.1600,-0.1600,13.7,2.8,-2.8,Pinsonneault,Active,2013-10-25
10924562,K03063.01,19h35m33.65s,+48d20m10.0s,CANDIDATE,CANDIDATE,18.60503,0.00045,-0.00045,149.041,0.018,-0.018,239,,,6.8889,,,,,,0.36,0.48,-0.48,88.81,,,0.141,,,0,,,,,,0.0145,0.0011,-0.0011,19.6,6.3,-6.3,1.23,0.48,-0.48,661.0,,,6378.00,200.00,-200.00,4.690,0.300,-0.300,,,,0.7800,0.3000,-0.3000,1.0900,0.3000,-0.3000,,,,KIC,Active,2013-10-25
9899505,K03064.01,19h41m02.94s,+46d46m53.0s,FALSE POSITIVE,FALSE POSITIVE,1.3325576,2.5e-06,-2.5e-06,132.0534,0.0014,-0.0014,1006,,,4.2845,,,,,,0.014,0.1,-0.1,89.95,,,0.024,,,0,,,,,,0.0281,0.006,-0.006,2.508,0.019,-0.019,2.6,1.1,-1.1,1534.0,,,5835.00,200.00,-200.00,4.600,0.300,-0.300,,,,0.8500,0.3000,-0.3000,1.0500,0.3000,-0.3000,,,,KIC,Active,2013-10-25
5040077,K03065.01,19h54m09.52s,+40d11m01.2s,CANDIDATE,CANDIDATE,0.8963827,3.8e-06,-3.8e-06,132.2955,0.0024,-0.0024,147,,,1.177,,,,,,0.46,0.95,-0.95,84.8,,,0.018,,,0,,,,,,0.011,0.0054,-0.0054,4.9,2.3,-2.3,1.13,0.66,-0.66,1784.0,,,5589.00,200.00,-200.00,4.510,0.300,-0.300,,,,0.9400,0.3000,-0.3000,1.0400,0.3000,-0.3000,,,,KIC,Active,2013-10-25
