ra_str,dec_str,koi_disposition,koi_period,koi_time0bk,koi_depth,koi_duration,koi_ingress,koi_impact,koi_incl,koi_sma,koi_eccen,koi_ror,koi_dor,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_sparprov,koi_vet_date
19h47m45.54s,+42d41m30.9s,FALSE POSITIVE,29.01585,138.40182,76759,7.301,3.124,0.7599,88.62,0.187938,0,0.2899,31.647,33.35,580.1,NA,NA,1.054,NA,NA,,7/31/13
19h04m51.84s,+37d25m30.9s,FALSE POSITIVE,77.36264,139.09381,109968,12.185,23,0.97,88.99,0.334626,0,0.5,55.3,43,361,NA,NA,0.783,NA,NA,,7/31/13
19h25m40.40s,+42d34m47.3s,FALSE POSITIVE,0.566834,131.7801,46,0.75,0.5,0.995,10.6,0.0130342,0,0.011,1.0127,1,1946,NA,NA,0.814,NA,NA,,9/5/13
19h28m41.68s,+44d39m46.3s,FALSE POSITIVE,31.9712,133.882,139,6.5,0.1,0,89,0.196713,0,0.011,35,1.1,548,NA,NA,0.885,NA,NA,,9/5/13
19h10m32.89s,+42d31m50.9s,FALSE POSITIVE,18.64520836,147.1971874,467321,2,0.688139,0.1,89.95,0.138654,0,0.518838418,107.936128,52.0877,677,NA,NA,0.92,NA,NA,,7/31/13
19h32m34.99s,+42d37m27.0s,FALSE POSITIVE,20.88277245,146.536501,255017,5,1.22472,0.1,89.86,0.152482,0,0.321034737,42.0286923,30.7583,648.1,NA,NA,0.878,NA,NA,,7/31/13
19h32m55.96s,+46d36m00.5s,FALSE POSITIVE,15.651309,132.8148,3341,6.05,3.025,1,83.54,0.132767,0,0.096,8.88,15.8,978,NA,NA,1.505,NA,NA,,9/5/13
19h23m15.34s,+39d49m08.6s,FALSE POSITIVE,2.08612749,133.401112,56368,2.4192,1.03,0.7916,82.89,0.0331147,0,0.2525,6.394,35.02,1604.1,NA,NA,1.271,NA,NA,,7/31/13
19h16m05.98s,+42d56m09.3s,FALSE POSITIVE,198.442657,155.61471,41566,10.018,32,0.993,89.57,0.653625,0,0.319,131.24,29.3,285,NA,NA,0.842,NA,NA,,7/31/13
19h44m27.70s,+51d00m25.6s,FALSE POSITIVE,17.907675,139.7426,320378,5.833,2.204,0.3319,89.46,0.137336,0,0.53382,35.124,54.815,685.3,NA,NA,0.941,NA,NA,,7/31/13
19h55m39.20s,+47d39m28.3s,FALSE POSITIVE,22.77222633,140.4677218,310212,4.5,1.05931,0.1,89.89,0.16578,0,0.304687764,50.2899838,55.1591,807.3,NA,NA,1.659,NA,NA,,7/31/13
19h49m21.99s,+46d32m36.1s,FALSE POSITIVE,184.52025,237.69784,50388,15.391,9.29,0.873,89.41,0.615327,0,0.2722,84.74,46.6,380,NA,NA,1.567,NA,NA,,7/31/13
19h18m07.22s,+47d37m34.4s,FALSE POSITIVE,131.736251,194.58286,58777,5.288,3.5,0.879,89.73,0.492185,0,0.304,183.37,63.5,438,NA,NA,1.914,NA,NA,,7/31/13
19h41m12.06s,+40d11m00.1s,FALSE POSITIVE,2.150462389,132.3215266,191195,2.5,0.489829,0.1,89.3,0.0342476,0,0.241181022,8.12969367,36.951,1736.3,NA,NA,1.404,NA,NA,,7/31/13
19h32m11.61s,+39d43m31.3s,FALSE POSITIVE,198.015213,234.1421554,156195,7.5,1.70817,0.1,89.98,0.627347,0,0.291879709,259.785991,27.5827,283,NA,NA,0.866,NA,NA,,7/31/13
19h42m55.88s,+40d15m38.8s,FALSE POSITIVE,337.3665,336.5561,5502,12.5,6.2,1,89.46,0.953744,0,0.12,106,13,271,NA,NA,1,NA,NA,,9/5/13
19h42m55.88s,+40d15m38.8s,FALSE POSITIVE,389.2808,310.5902,5187,12.52,49,1,89.52,1.04923,0,0.12,120,13,259,NA,NA,1,NA,NA,,9/5/13
19h55m17.43s,+46d56m20.9s,FALSE POSITIVE,8.589781,132.0146,816,5.74,0.16,0.3,89,0.0801221,0,0.026,11,2.4,800,NA,NA,0.831,NA,NA,,9/5/13
19h56m19.01s,+40d49m44.3s,FALSE POSITIVE,0.5979044,131.9937,14117,1.992,2.8,0.98,49.7,0.0138926,0,0.182,1.516,19.9,2163.4,NA,NA,1,NA,NA,,7/31/13
19h42m14.46s,+43d12m11.4s,FALSE POSITIVE,5.366679,134.8488,1552,5.43,0.22,0.4,87,0.0605766,0,0.0362,7.4,3.3,919.1,NA,NA,0.836,NA,NA,,9/12/13
19h07m44.61s,+38d55m28.1s,FALSE POSITIVE,1.5403788,132.00104,555,1.986,0.05,0.4,86,0.0233476,0,0.0215,5.5,1.66,1194,NA,NA,0.705,NA,NA,,9/5/13
19h33m38.25s,+43d13m30.7s,FALSE POSITIVE,3.467195,133.9066,833,7.51,1.63,0.937,52.4,0.0425127,0,0.03299,1.536,2.945,929.6,NA,NA,0.818,NA,NA,,7/31/13
19h37m23.63s,+46d23m26.7s,FALSE POSITIVE,1.9215061,133.22608,907,1.39,0.17,0.87,81,0.0302546,0,0.0322,5.8,3.5,1466,NA,NA,1,NA,NA,,7/31/13
19h50m18.51s,+40d01m39.8s,FALSE POSITIVE,141.6099,190.2712,1263,7.58,0.2,0,90,0.478457,0,0.032,147,2.5,269,NA,NA,0.718,NA,NA,,7/31/13
19h27m02.53s,+42d55m26.1s,FALSE POSITIVE,4.931318,134.8183,711,1.99,3,0.99,80.7,0.0564746,0,0.046,6.1,4.8,954.2,NA,NA,0.96,NA,NA,,7/31/13
19h41m11.70s,+38d55m49.8s,FALSE POSITIVE,5.591906,132.8752,203,1.67,0.06,0.8,87,0.0616695,0,0.014,17,1.6,1026.8,NA,NA,1,NA,NA,,7/31/13
19h37m15.09s,+40d19m11.0s,FALSE POSITIVE,14.536792,132.3707,818,2.2,0.05,0,90,0.155045,0,0.0256,52,23.5,1660,NA,NA,8.427,NA,NA,,7/31/13
19h15m38.36s,+44d36m30.1s,FALSE POSITIVE,1.0619253,131.72587,123.3,1.459,0.023,0.6,83,0.0211892,0,0.0107,4.6,1.21,1937,NA,NA,1.04,NA,NA,,9/12/13
18h50m11.56s,+41d20m04.0s,FALSE POSITIVE,1.485903144,132.7343105,2854.95,1.5,0.0692923,0.1,89.27,0.0232059,0,0.047947317,7.89430117,4.01829,1299.4,NA,NA,0.768,NA,NA,,7/31/13
19h40m48.69s,+38d31m10.4s,FALSE POSITIVE,1.57055563,132.32812,1518,1.969,0.068,0.2,89,0.0412865,0,0.035,6.2,76.7,4974,NA,NA,20.073,NA,NA,,7/31/13
19h46m21.96s,+50d29m24.1s,FALSE POSITIVE,0.6234416,131.67181,5380,1.5,0.095,0.1,88,0.0140442,0,0.0666,3.4,6.46,1795.3,NA,NA,0.889,NA,NA,,7/31/13
20h01m39.10s,+46d22m50.4s,FALSE POSITIVE,6.873665,136.1389,10057,6.73,3.37,1,77.7,0.0700421,0,0.167,4.7,12.9,763.3,NA,NA,0.706,NA,NA,,7/31/13
20h01m39.10s,+46d22m50.4s,FALSE POSITIVE,6.873664,132.4576,10915,4.85,2.42,1,81.4,0.0700421,0,0.174,6.67,13.4,763.3,NA,NA,0.706,NA,NA,,7/31/13
19h53m02.38s,+48d13m08.3s,FALSE POSITIVE,0.668496,132.13431,442269,1.5,0.59,0.1,89,0.0149657,0,0.636,5.56,69.5,2084.4,NA,NA,1,NA,NA,,7/31/13
19h56m40.95s,+40d52m15.8s,FALSE POSITIVE,1.07030445,131.81755,18639,3.401,3.18,0.956,56.75,0.0181403,0,0.2,1.7432,14.22,1178.9,NA,NA,0.653,NA,NA,,7/31/13
19h31m13.39s,+44d14m09.8s,FALSE POSITIVE,1.13591851,132.40189,25961,3.31,1.65,1,59.97,0.0218212,0,0.257,1.9983,24.9,1688.5,NA,NA,0.887,NA,NA,,7/31/13
19h45m35.60s,+43d48m12.7s,FALSE POSITIVE,4.6183917,135.8386,1117,2.37,0.12,0.6,87,0.0519321,0,0.032,12,2.7,922,NA,NA,0.772,NA,NA,,7/31/13
19h54m50.57s,+47d02m14.8s,FALSE POSITIVE,0.6777483,131.63214,496,1.525,0.049,0.6,78,0.0148228,0,0.0213,2.8,1.95,1888,NA,NA,0.84,NA,NA,,7/31/13
19h46m41.51s,+40d39m03.5s,FALSE POSITIVE,2.8457012,134.28721,16352,8.4,4.2,1,55.28,0.0399749,0,0.209,1.7558,20.8,1207.1,NA,NA,0.914,NA,NA,,9/12/13
20h00m01.40s,+44d43m07.6s,FALSE POSITIVE,1.527477,132.26105,2089,3.026,0.12,0.1,88,0.0217901,0,0.041,4,3.03,1014.6,NA,NA,0.679,NA,NA,,7/31/13
19h37m26.32s,+46d07m31.4s,FALSE POSITIVE,0.614971405,132.0093104,427334,1.5,0.234378,0.1,88.45,0.012336,0,0.183309758,3.69289627,13.8823,1433.1,NA,NA,0.694,NA,NA,,7/31/13
19h55m45.61s,+40d25m10.0s,FALSE POSITIVE,161.2605,189.073,2773,21.72,3.59,0.847,88.64,0.577193,0,0.0554,35.7,5.13,286.9,NA,NA,0.849,NA,NA,,9/5/13
18h45m44.88s,+42d43m38.3s,FALSE POSITIVE,2.9741421,132.4982,150357,1.55,0.47,0.38,88.86,0.0404829,0,0.365,19.2,39.8,1267.3,NA,NA,1,NA,NA,,7/31/13
19h46m27.82s,+50d01m18.2s,FALSE POSITIVE,15.841308,145.45954,2066,1.35,0.06,0.4,89.8,0.153446,0,0.042,87,31,1479,NA,NA,6.739,NA,NA,,9/5/13
19h55m22.60s,+43d43m31.3s,FALSE POSITIVE,5.240788,136.5517,530,3.12,0.06,0,90,0.0610912,0,0.021,13,2.4,1121,NA,NA,1.021,NA,NA,,7/31/13
19h54m46.08s,+39d59m02.5s,FALSE POSITIVE,1.8456201,131.80129,406,1.356,0.03,0.5,87,0.0326188,0,0.019,9,6.3,2437.2,NA,NA,3.048,NA,NA,,7/31/13
19h30m07.08s,+38d16m58.3s,FALSE POSITIVE,0.7239573,132.05515,216,1.161,0.036,0.74,77,0.018063,0,0.0147,3.3,5.51,3181,NA,NA,3.435,NA,NA,,7/31/13
19h17m06.38s,+41d15m35.1s,FALSE POSITIVE,0.9056923,132.18827,1251,1.316,0.7,0.97,62,0.0183239,0,0.047,2.07,5.2,1883.7,NA,NA,1,NA,NA,,9/5/13
19h30m46.77s,+41d20m11.1s,FALSE POSITIVE,0.9093054,131.72399,344,0.89,0.028,0.66,84,0.0192596,0,0.0182,6.1,2.14,2095,NA,NA,1.077,NA,NA,,9/5/13
18h55m00.61s,+40d50m32.5s,FALSE POSITIVE,0.6487628,131.7498,242,1.61,0.24,0.945,36,0.0142447,0,0.0185,1.17,3.8,2563,NA,NA,1.883,NA,NA,,9/5/13
19h03m30.50s,+39d41m26.5s,FALSE POSITIVE,2.1890862,132.0812,506,1.9,0.06,0.6,86,0.0338112,0,0.021,8,2.3,1452,NA,NA,0.979,NA,NA,,9/5/13
19h37m57.14s,+46d20m02.8s,FALSE POSITIVE,31.432804,138.112,197000,5.484,3.3,0.76,89.25,0.194963,0,0.52,57.6,57,577.5,NA,NA,1,NA,NA,,7/31/13
19h30m21.30s,+47d23m37.7s,FALSE POSITIVE,9.726743,139.4775,6521,16.58,8.29,1,65.2,0.0931626,0,0.1327,2.384,15.4,942,NA,NA,1.065,NA,NA,,9/12/13
19h28m32.96s,+38d36m08.5s,FALSE POSITIVE,0.64235071,131.906536,32285,1.585,0.24,0.28,85.4,0.0144176,0,0.1639,3.5,15.56,1794,NA,NA,0.87,NA,NA,,7/31/13
19h06m47.36s,+42d27m04.2s,FALSE POSITIVE,130.4192,229.7586,2997,3.904,1.952,0.999,89.5,0.565221,0,0.094,113.3,28.9,573,NA,NA,2.831,NA,NA,,7/31/13
19h20m02.76s,+48d14m39.1s,FALSE POSITIVE,2.415877786,133.5905608,0,1.5,0.0992296,0.1,89.56,0.0480916,0,0.07012925,13.1092181,29.0267,3433,NA,NA,3.793,NA,NA,,7/31/13
19h54m07.29s,+40d23m54.5s,FALSE POSITIVE,0.656199006,132.099979,181568,3.313,3.31,0.894,63.18,0.0150204,0,0.586,1.982,54.5,1915.8,NA,NA,0.852,NA,NA,,7/31/13
20h01m19.77s,+44d59m10.1s,FALSE POSITIVE,2.6174468,132.36705,1726,5.117,0.2,0.2,87,0.0397712,0,0.0384,4,6.14,1727,NA,NA,1.467,NA,NA,,9/5/13
19h35m52.14s,+42d49m59.8s,FALSE POSITIVE,5.266458,131.6972,182.8,2.73,0.03,0,90,0.0618266,0,0.0124,15,1.67,1244,NA,NA,1.228,NA,NA,,9/5/13
19h22m04.55s,+45d14m07.3s,FALSE POSITIVE,0.6043619,131.6822,19863,1.118,0.12,0,90,0.0107318,0,0.126,4.6,7.9,1195.1,NA,NA,0.575,NA,NA,,7/31/13
20h00m46.58s,+45d08m44.7s,FALSE POSITIVE,11.377595,132.5753,1367,4.51,0.16,0.3,89,0.110801,0,0.0345,19,6.2,1178,NA,NA,1.649,NA,NA,,7/31/13
19h47m57.73s,+46d35m56.4s,FALSE POSITIVE,0.798239231,131.551861,300809,3,0.456282,0.1,87.6,0.0168443,0,0.177558201,2.38497537,19.3756,1964.7,NA,NA,1,NA,NA,,7/31/13
19h52m00.27s,+40d02m52.4s,FALSE POSITIVE,1.2330856,132.49441,890,1.606,0.56,0.9623,64.7,0.0218853,0,0.0363,2.26,3.24,1505,NA,NA,0.816,NA,NA,,7/31/13
19h31m41.28s,+38d40m13.1s,FALSE POSITIVE,1.1910474,132.07578,1364,0.968,0.06,0.66,85,0.0200999,0,0.0361,7.5,3.09,1423,NA,NA,0.784,NA,NA,,7/31/13
19h59m26.32s,+40d33m50.2s,FALSE POSITIVE,1.8119534,132.2832,299,2.46,1.8,0.991,48.9,0.033527,0,0.026,1.51,9.6,2547,NA,NA,3.322,NA,NA,,7/31/13
19h58m49.95s,+40d55m18.9s,FALSE POSITIVE,2.404438,133.2101,72.3,3.79,0.03,0,89,0.0357347,0,0.0078,5,0.94,1499,NA,NA,1.103,NA,NA,,9/5/13
19h44m08.80s,+47d10m48.4s,FALSE POSITIVE,220.9288,240.817,2612,7.49,1.12,0.835,89.67,0.712306,0,0.0529,145,5.33,295,NA,NA,0.923,NA,NA,,7/31/13
19h01m29.00s,+47d56m47.4s,FALSE POSITIVE,3.187739,134.4302,181,7.6,0.09,0,90,0.0402124,0,0.0121,3.3,1.14,1122,NA,NA,0.863,NA,NA,,7/31/13
19h29m34.89s,+43d52m08.6s,FALSE POSITIVE,0.6524476,132.0514,512,1.239,0.43,0.971,44.8,0.0148046,0,0.0284,1.369,2.96,1920.8,NA,NA,0.955,NA,NA,,7/31/13
19h40m54.46s,+46d46m22.3s,FALSE POSITIVE,1.3325702,132.0488,289,2.15,1.1,0.986,41,0.024207,0,0.0236,1.307,2.48,1607.8,NA,NA,0.962,NA,NA,,9/5/13
19h50m14.06s,+40d38m04.8s,FALSE POSITIVE,2.6369207,132.07225,465,1.08,3,1,79,0.0356038,0,0.04,5.5,4,1169,NA,NA,0.831,NA,NA,,7/31/13
19h42m11.88s,+43d02m51.8s,FALSE POSITIVE,0.6606453,131.8505,63.1,1.55,0.01,0,90,0.0151306,0,0.0073,3,0.76,2133,NA,NA,0.96,NA,NA,,9/5/13
19h55m20.82s,+43d26m34.9s,FALSE POSITIVE,0.8851728,131.8638,82.8,2.7,0.033,0.5,75,0.0180464,0,0.0086,2.1,0.93,1951,NA,NA,0.992,NA,NA,,9/5/13
19h30m26.32s,+45d42m32.0s,FALSE POSITIVE,1.332527,132.0604,48.4,3.6,0.02,0,87,0.0249842,0,0.0064,2.8,0.91,2042,NA,NA,1.307,NA,NA,,9/5/13
19h40m12.46s,+40d00m45.4s,FALSE POSITIVE,3.4863485,134.86704,109916,2.861,2.4,0.89,85.2,0.0450068,0,0.44,10.55,48,1202,NA,NA,1,NA,NA,,7/31/13
19h40m14.77s,+49d02m47.6s,FALSE POSITIVE,0.85288134,132.309044,8439,1.251,0.268,0.802,78.1,0.0168842,0,0.0954,3.88,9.57,1562.8,NA,NA,0.92,NA,NA,,7/31/13
19h21m00.48s,+37d45m47.5s,FALSE POSITIVE,7.453512,131.7317,59317,4.149,3.7,0.92,85.97,0.0746915,0,0.33,13.14,36,933,NA,NA,1,NA,NA,,7/31/13
19h28m17.01s,+50d32m48.5s,FALSE POSITIVE,2.9292959,133.7171,108741,6.54,5.5,0.89,76.7,0.0400749,0,0.433,3.85,47.3,1273.8,NA,NA,1,NA,NA,,7/31/13
19h37m52.80s,+46d35m22.5s,FALSE POSITIVE,5.508103,134.32551,43714,3.555,7,0.98,84.6,0.0576171,0,0.32,10.49,20,690.7,NA,NA,0.564,NA,NA,,9/12/13
19h37m52.80s,+46d35m22.5s,FALSE POSITIVE,19.2302,132.59,3377,4.84,1.6,0.925,86.72,0.132599,0,0.0668,16.2,4.11,455.3,NA,NA,0.564,NA,NA,,9/12/13
19h08m40.44s,+39d22m46.5s,FALSE POSITIVE,2.0504853,133.28535,4492,4.994,0.293,0.18,87,0.0313816,0,0.0603,3.28,6.1,1256,NA,NA,0.926,NA,NA,,9/5/13
19h49m02.96s,+43d18m15.6s,FALSE POSITIVE,1.50710093,132.84991,4545,3.081,0.178,0,90,0.0262107,0,0.0615,3.97,6.75,1539.5,NA,NA,1.007,NA,NA,,7/31/13
19h47m52.70s,+50d04m01.5s,FALSE POSITIVE,0.5320903,131.9642,42031,2.27,3,0.97,51.5,0.0128535,0,0.31,1.56,34,2249.1,NA,NA,1,NA,NA,,7/31/13
19h24m10.11s,+51d01m34.8s,FALSE POSITIVE,3.2042139,133.8229,1006,2.498,4,0.995,73.3,0.0395269,0,0.055,3.46,4.3,955,NA,NA,0.704,NA,NA,,7/31/13
18h48m41.78s,+46d27m24.3s,FALSE POSITIVE,0.6879207,131.56304,15128,2.044,0.21,0.1,89,0.0152542,0,0.1119,2.86,12.2,2064.6,NA,NA,1,NA,NA,,7/31/13
19h12m02.40s,+46d18m21.8s,FALSE POSITIVE,2.1781719,132.02025,346,1.867,0.03,0,89,0.0319722,0,0.0169,9,1.49,1238,NA,NA,0.811,NA,NA,,9/12/13
20h01m45.36s,+44d39m47.9s,FALSE POSITIVE,0.9946563,131.63121,787,0.827,0.037,0.65,84.9,0.0190232,0,0.0275,7.3,3.29,1938,NA,NA,1.097,NA,NA,,7/31/13
19h24m45.28s,+38d45m04.5s,FALSE POSITIVE,359.0356,295.772,1936,16.7,0.7,0.3,89.9,0.97003,0,0.0403,163,3.87,241,NA,NA,0.878,NA,NA,,9/5/13
19h24m45.28s,+38d45m04.5s,FALSE POSITIVE,119.6702,176.095,597,16.8,1,0.77,88.8,0.46632,0,0.0245,37,2.35,347,NA,NA,0.878,NA,NA,,9/5/13
20h01m37.62s,+44d24m51.1s,FALSE POSITIVE,53.55613,184.3731,3623,9.69,3.9,0.941,87.48,0.362906,0,0.0695,21.4,29,1095,NA,NA,3.818,NA,NA,,7/31/13
19h55m23.06s,+43d24m12.7s,FALSE POSITIVE,2.545583,132.6973,369,5.3,0.09,0,90,0.036409,0,0.017,4,1.5,1120.8,NA,NA,0.778,NA,NA,,7/31/13
19h12m21.12s,+43d12m29.4s,FALSE POSITIVE,0.7045548,132.17167,285,0.982,0.046,0.8,76,0.0156757,0,0.0173,3.4,1.76,2040,NA,NA,0.933,NA,NA,,7/31/13
19h57m19.76s,+40d41m42.1s,FALSE POSITIVE,0.698017,132.12175,767,1.79,0.11,0.8,68,0.014705,0,0.028,2.1,2.1,1495.9,NA,NA,0.682,NA,NA,,7/31/13
19h42m57.59s,+38d51m44.2s,FALSE POSITIVE,6.634318,134.0704,110.9,9.97,0.1,0,90,0.0734634,0,0.0097,5,1.39,1213,NA,NA,1.313,NA,NA,,7/31/13
19h37m24.98s,+46d50m27.1s,FALSE POSITIVE,0.9910296,131.9468,4646,1.5,0.1,0,89,0.0182259,0,0.061,5,5.9,1420.4,NA,NA,0.889,NA,NA,,7/31/13
19h50m28.56s,+40d34m05.0s,FALSE POSITIVE,12.42586,141.5105,353,16.4,0.27,0,90,0.0900221,0,0.0165,5.9,1.08,513,NA,NA,0.6,NA,NA,,9/5/13
19h50m35.37s,+40d32m11.3s,FALSE POSITIVE,12.42596,141.476,382,15.9,0.3,0,90,0.10264,0,0.018,6,1.6,708,NA,NA,0.831,NA,NA,,9/5/13
19h50m35.37s,+40d32m11.3s,FALSE POSITIVE,12.42563,133.972,301,18.53,0.3,0,90,0.102638,0,0.016,5,1.4,708,NA,NA,0.831,NA,NA,,9/5/13
19h35m05.98s,+45d05m15.5s,FALSE POSITIVE,1.5064769,132.9957,42.5,3,0.02,0,89,0.0249413,0,0.0059,4,0.55,1443,NA,NA,0.846,NA,NA,,9/5/13
20h02m53.20s,+45d18m24.1s,FALSE POSITIVE,1.2748808,131.59745,10197,0.94,0.31,0.872,83,0.023948,0,0.112,7.1,16.2,1955.4,NA,NA,1.324,NA,NA,,7/31/13
19h58m06.24s,+46d53m57.3s,FALSE POSITIVE,16.09831,131.894,176,6,0.07,0,90,0.120475,0,0.012,22,1.4,738,NA,NA,1.034,NA,NA,,7/31/13
19h56m58.12s,+41d37m23.6s,FALSE POSITIVE,1.43327729,132.8205,3448,3.051,0.1555,0,90,0.0250451,0,0.05371,3.78,6.787,1809,NA,NA,1.158,NA,NA,,9/12/13
19h21m04.13s,+44d42m41.2s,FALSE POSITIVE,0.782050244,132.0530604,20078.3,1.5,0.170046,0.1,88.72,0.0155071,0,0.126570662,4.46936143,12.0577,1521.3,NA,NA,0.873,NA,NA,,7/31/13
18h59m09.71s,+45d13m48.4s,FALSE POSITIVE,5.663693905,133.8718108,187139,1.5,0.357976,0.1,89.85,0.0621962,0,0.310206549,37.6826118,33.8506,1022.5,NA,NA,1,NA,NA,,7/31/13
19h36m30.18s,+46d47m52.0s,FALSE POSITIVE,18.07683,146.2461,79035,3.146,3,0.94,88.82,0.134828,0,0.4,45.49,43,694.4,NA,NA,1,NA,NA,,7/31/13
19h46m47.28s,+47d24m27.5s,FALSE POSITIVE,6.471775,136.3471,6381,7.212,0.576,0.39,86.8,0.0679797,0,0.0738,6.87,8.05,978,NA,NA,1,NA,NA,,7/31/13
19h27m24.80s,+42d18m24.1s,FALSE POSITIVE,1.986872,133.3031,12114,2.808,3.5,0.979,73.1,0.0406198,0,0.16,3.37,45,3230,NA,NA,2.555,NA,NA,,7/31/13
19h49m06.69s,+43d34m10.4s,FALSE POSITIVE,13.541885,144.0155,33404,4.957,3.4,0.91,87.01,0.111559,0,0.235,17.42,26.8,714.2,NA,NA,1.046,NA,NA,,7/31/13
18h55m48.19s,+44d40m08.5s,FALSE POSITIVE,7.5492927,135.01104,10605,2.389,1.9,0.956,86.41,0.0725029,0,0.147,15.28,9.8,667.6,NA,NA,0.616,NA,NA,,9/12/13
19h50m13.49s,+43d51m18.0s,FALSE POSITIVE,0.77543814,132.077926,7814,1.475,5,0.997,64.2,0.0167351,0,0.149,2.294,14.5,1810.5,NA,NA,0.893,NA,NA,,7/31/13
19h30m06.56s,+40d44m42.7s,FALSE POSITIVE,3.255218,134.5957,143.3,2.226,0.032,0.5,87,0.0441955,0,0.0113,9.9,1.41,1394,NA,NA,1.148,NA,NA,,7/31/13
19h54m19.05s,+40d21m54.4s,FALSE POSITIVE,2.5311581,132.49173,2633,7.376,0.36,0.29,84,0.0351072,0,0.0463,2.63,3.43,995,NA,NA,0.678,NA,NA,,9/12/13
19h58m12.81s,+45d31m19.4s,FALSE POSITIVE,2.9926906,133.29621,365,1.23,0.027,0.4,88.5,0.0480253,0,0.0179,17,7.4,2283,NA,NA,3.794,NA,NA,,7/31/13
19h34m04.61s,+41d40m18.4s,FALSE POSITIVE,6.1282225,137.02448,1388,1.614,0.054,0,90,0.0751499,0,0.0347,30,6.66,1545,NA,NA,1.76,NA,NA,,7/31/13
19h56m52.51s,+44d10m54.7s,FALSE POSITIVE,23.6272,150.022,12092,11.4,15,0.98,84.5,0.158886,0,0.17,10.1,17,542.9,NA,NA,0.924,NA,NA,,9/12/13
19h39m04.95s,+39d45m04.3s,FALSE POSITIVE,2.2481138,132.744,279,2.847,0.04,0,90,0.0350229,0,0.0153,6,1.79,1535,NA,NA,1.067,NA,NA,,9/5/13
19h26m14.07s,+44d29m17.5s,FALSE POSITIVE,63.32763,164.5652,4517,14.03,3.82,0.8915,87.52,0.456098,0,0.0737,20.63,116.5,1301,NA,NA,14.486,NA,NA,,7/31/13
19h54m06.25s,+40d36m43.5s,FALSE POSITIVE,0.7361998,132.07999,281,1.146,0.16,0.94,61,0.0167795,0,0.0188,1.9,2.24,2263,NA,NA,1.088,NA,NA,,7/31/13
19h40m27.60s,+45d57m59.3s,FALSE POSITIVE,10.186707,132.5124,225,6,0.08,0,90,0.0761463,0,0.0134,13,0.79,489.7,NA,NA,0.54,NA,NA,,9/5/13
18h39m24.65s,+43d39m52.1s,FALSE POSITIVE,365.9947,217.678,629,11.8,0.3,0,90,1.01864,0,0.023,238,2.5,265,NA,NA,0.992,NA,NA,,7/31/13
19h44m21.07s,+41d19m00.6s,FALSE POSITIVE,0.540276,131.8569,73,0.81,0.38,0.992,14.6,0.0129795,0,0.012,1.0251,1.24,2240,NA,NA,0.95,NA,NA,,7/31/13
19h44m26.84s,+49d33m43.0s,FALSE POSITIVE,0.8819347,132.03574,486,0.714,0.02,0.5,87,0.0186187,0,0.0212,8.4,2.39,2047,NA,NA,1.035,NA,NA,,7/31/13
18h48m46.34s,+43d43m59.6s,FALSE POSITIVE,0.9794226,131.5346,6270,1.32,0.11,0.4,86,0.0151628,0,0.074,6,4.4,1037.2,NA,NA,0.551,NA,NA,,7/31/13
19h03m30.41s,+39d41m09.4s,FALSE POSITIVE,2.189036,132.0991,556,2.21,4,1,64,0.0330352,0,0.042,2.3,3.9,1211.8,NA,NA,0.834,NA,NA,,9/5/13
19h36m11.59s,+38d21m50.8s,FALSE POSITIVE,0.708801,132.17008,633,1.91,0.15,0.84,60,0.015855,0,0.0261,1.68,2.71,1958.1,NA,NA,0.951,NA,NA,,7/31/13
19h39m35.40s,+44d12m56.8s,FALSE POSITIVE,164.9526,281.099,32255,25.2,12.6,1,88.6,0.573941,0,0.29,41,34,289.2,NA,NA,1.059,NA,NA,,7/31/13
19h23m59.34s,+38d16m57.4s,FALSE POSITIVE,0.888610601,132.0655604,515682,1.5,0.3248,0.1,89,0.0180928,0,0.273532646,5.74577587,29.8486,1895.7,NA,NA,1,NA,NA,,7/31/13
19h25m58.29s,+39d03m00.5s,FALSE POSITIVE,0.5942803,131.83026,14095,1.343,0.14,0.3,85,0.0128934,0,0.107,3.6,10.1,1660.4,NA,NA,0.865,NA,NA,,7/31/13
19h24m20.00s,+40d33m59.9s,FALSE POSITIVE,11.354999,133.19845,21427,14.071,1.879,0.376,86.73,0.0866714,0,0.13218,6.584,9.39,571,NA,NA,0.651,NA,NA,,7/31/13
19h50m10.41s,+41d56m52.7s,FALSE POSITIVE,1.1955027,132.30847,1060,2.434,0.09,0.5,82,0.0224067,0,0.0306,3.4,4.15,1997,NA,NA,1.243,NA,NA,,9/5/13
19h29m25.80s,+49d30m52.2s,FALSE POSITIVE,1.466494,132.00233,660,1.228,0.6,0.978,71.6,0.024947,0,0.035,3.1,4,1680,NA,NA,1.044,NA,NA,,7/31/13
19h34m43.74s,+45d30m41.0s,FALSE POSITIVE,3.044876,132.4205,200,5.87,0.07,0,90,0.0401557,0,0.0128,4,1.16,1127,NA,NA,0.827,NA,NA,,9/5/13
19h35m32.50s,+39d31m11.3s,FALSE POSITIVE,70.96772,182.6649,744,7.02,0.33,0.68,89.34,0.333126,0,0.0266,59,3.07,467,NA,NA,1.06,NA,NA,,7/31/13
