ra_str,dec_str,koi_disposition,koi_period,koi_time0bk,koi_depth,koi_duration,koi_ingress,koi_impact,koi_incl,koi_sma,koi_eccen,koi_ror,koi_dor,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_sparprov,koi_vet_date
19h02m08.31s,+48d17m06.8s,FALSE POSITIVE,1.73695251,170.30687,8163,1.8204,NA,0.96,73.34,0.028,0,0.1266,3.38,12.3,1459,5863,4.54,0.89,0.995,0.5,Pinsonneault,10/25/13
19h54m42.87s,+44d10m31.8s,FALSE POSITIVE,16.371917,172.7611,8288,2.9247,NA,1.23,86.52,0.105,0,0.34,20.3,20.5,426,4224,4.72,0.549,0.577,13.9,Pinsonneault,10/25/13
19h15m36.53s,+49d22m13.8s,FALSE POSITIVE,38.478743,151.852332,23818,5.0254,NA,0.026,89.95,0.222,0,0.13877,66.6,14.14,499,5515,4.49,0.933,0.985,3.3,SPC,10/25/13
18h49m13.45s,+44d42m52.8s,FALSE POSITIVE,37.6016649,194.71254,66565,8.0504,NA,0.252,89.95,0.224,0,0.23544,48.82,29,611,6151,4.36,1.14,1.07,3.7,Pinsonneault,10/25/13
20h04m11.89s,+44d42m22.7s,FALSE POSITIVE,6.719698,173.3565,997,2.3639,NA,0.96,81.93,0.07,0,0.0401,6.87,4.2,982,6006,4.49,0.96,1.03,1.5,Pinsonneault,10/25/13
19h08m45.52s,+38d25m25.8s,FALSE POSITIVE,2.115556,131.9741,184,4.3,0.05,0,90,0.0323653,0,0.012,4,1.2,1380,NA,NA,0.905,NA,NA,,9/5/13
19h31m52.76s,+45d54m20.1s,FALSE POSITIVE,2.213159,132.7158,75,3.38,0.03,0,87,0.0335869,0,0.008,5,0.86,1444,NA,NA,0.989,NA,NA,,7/31/13
19h33m10.14s,+38d12m42.5s,FALSE POSITIVE,7.071486,136.4663,121,3.77,4,0.997,71,0.0759539,0,0.018,3,2.7,1185,NA,NA,1.367,NA,NA,,7/31/13
19h29m54.93s,+38d39m28.5s,FALSE POSITIVE,13.845317,136.9529,105.5,2.11,0.06,0.8,88.4,0.124186,0,0.0105,30,1.47,977,NA,NA,1.292,NA,NA,,7/31/13
19h55m27.44s,+42d09m05.6s,FALSE POSITIVE,7.361789,132.2503,267,3.8858,NA,0.926,81.36,0.082,0,0.01801,6.19,3.78,1329,6222,4.01,1.92,1.37,3.05,SPC,10/25/13
19h51m41.67s,+48d46m38.4s,FALSE POSITIVE,2.7012945,170.6941,1026,2.5353,NA,0.04,89.95,0.036,0,0.029,8.5,2.8,1212,5506,4.46,0.9,0.851,10.2,Pinsonneault,10/25/13
19h22m33.35s,+44d48m24.4s,FALSE POSITIVE,51.425985,173.53524,74238,14.8128,NA,0.0211,89.95,0.278,0,0.2461,21.142,27,511,6146,4.48,0.99,1.08,0.3,Pinsonneault,10/25/13
19h49m54.21s,+41d06m51.4s,FALSE POSITIVE,33.79723,202.298,11578,13.7513,NA,0.709,87.66,0.22,0,0.10592,15.96,19.9,723,5854,4.06,1.73,1.237,4.8,SPC,10/25/13
19h18m54.59s,+45d22m03.6s,FALSE POSITIVE,19.9744844,171.6293,41746,3.9339,NA,0.99,88.24,0.147,0,0.311,31,33,686,6082,4.5,0.96,1.059,0.4,Pinsonneault,10/25/13
19h38m52.24s,+45d29m08.7s,FALSE POSITIVE,23.8996342,188.98197,22511,3.6056,NA,1.35,87.66,0.168,0,0.52,34,58,677,6223,4.46,1.02,1.11,0.3,Pinsonneault,10/25/13
19h04m11.37s,+38d58m47.5s,FALSE POSITIVE,2.180405,132.4464,40.5,7.4,0.04,0,90,0.0371661,0,0.0059,2.3,1.15,2111,NA,NA,1.785,NA,NA,,7/31/13
19h15m45.92s,+44d35m38.1s,FALSE POSITIVE,0.531018,131.662,53.2,4,0.02,0,90,0.0121752,0,0.007,1.1,0.54,1845,NA,NA,0.75,NA,NA,,9/5/13
18h56m54.91s,+49d17m39.1s,FALSE POSITIVE,398.368,178.513,741,15.8,0.5,0.5,89.8,1.09533,0,0.026,175,3,270,NA,NA,1.058,NA,NA,,7/31/13
18h56m41.36s,+49d21m38.6s,FALSE POSITIVE,33.933583,186.6782,8292,12.6181,NA,0.8,86.52,0.189,0,0.09501,13.56,7.13,425,5049,4.66,0.687,0.784,0.8,Pinsonneault,10/25/13
19h42m39.65s,+49d21m03.6s,FALSE POSITIVE,1.50635403,170.99727,2443,1.3603,NA,0.87,78.5,0.025,0,0.0537,4.46,5,1468,5716,4.56,0.85,0.955,0.4,Pinsonneault,10/25/13
19h06m57.13s,+49d58m32.7s,CONFIRMED,16.385,172.7255,1000,3.1252,NA,0.8,88.24,0.105,0,0.0323,26,1.93,425,4222,4.72,0.548,0.577,13.8,Pinsonneault,10/25/13
19h42m08.67s,+43d53m04.0s,FALSE POSITIVE,5.007312,173.43343,6973,4.2333,NA,0.341,87.66,0.057,0,0.07659,9.25,7.4,1025,5878,4.54,0.89,0.997,0.4,Pinsonneault,10/25/13
19h00m40.40s,+44d01m35.3s,CONFIRMED,27.95369,178.7506,739,5.6958,NA,0.04,89.95,0.155,0,0.0238,38,1.56,392,4509,4.68,0.602,0.631,14,Pinsonneault,10/25/13
19h00m40.40s,+44d01m35.3s,CONFIRMED,42.14334,139.0215,937,6.474,NA,0.16,89.95,0.203,0,0.0269,50,1.77,343,4509,4.68,0.602,0.631,14,Pinsonneault,10/25/13
19h46m01.81s,+44d02m09.9s,FALSE POSITIVE,5.79506,172.6976,1778,3.1661,NA,0.9477,81.36,0.063,0,0.04934,6.37,4.87,988,5912,4.53,0.91,1.011,0.3,Pinsonneault,10/25/13
19h11m52.50s,+46d18m06.0s,FALSE POSITIVE,2.178139,132.0249,278,2.78,3,1,50,0.0314412,0,0.029,1.55,2.4,1183,NA,NA,0.772,NA,NA,,9/5/13
19h52m12.81s,+40d12m38.7s,FALSE POSITIVE,342.328,157.041,583,14.1,0.3,0,89.9,1.00321,0,0.022,182,2.6,289,NA,NA,1.073,NA,NA,,7/31/13
19h11m56.56s,+46d20m54.2s,FALSE POSITIVE,1.0890791,132.022,146,2.7,0.07,0.7,70,0.0186877,0,0.012,2.2,0.95,1382,NA,NA,0.729,NA,NA,,9/5/13
19h38m32.44s,+40d19m19.7s,FALSE POSITIVE,7.016015,133.959,191,3.43,0.04,0,90,0.0775309,0,0.0127,16,1.7,1162,NA,NA,1.215,NA,NA,,9/12/13
19h53m51.22s,+48d19m18.7s,FALSE POSITIVE,0.569953,131.7993,41.8,1.1,0.04,0.89,61,0.0133948,0,0.007,1.8,1.14,2685,NA,NA,1.486,NA,NA,,7/31/13
19h13m46.33s,+42d27m24.3s,FALSE POSITIVE,1.121653,132.3046,94,0.69,0.16,0.977,73,0.0179899,0,0.0132,3.3,0.85,1118,NA,NA,0.587,NA,NA,,7/31/13
19h40m47.96s,+46d43m54.2s,FALSE POSITIVE,1.332604,132.0386,107.1,3.1,0.03,0,85,0.0241833,0,0.0095,3,1.01,1694,NA,NA,0.965,NA,NA,,9/5/13
19h49m05.87s,+46d07m04.5s,FALSE POSITIVE,0.5366694,131.702,65,1.18,0.035,0.85,63,0.0127788,0,0.0085,1.9,0.86,2199,NA,NA,0.93,NA,NA,,9/5/13
19h31m14.08s,+49d34m46.0s,FALSE POSITIVE,110.9797,147.03,135,11.8,0.1,0,90,0.466836,0,0.011,69,1.4,433,NA,NA,1.156,NA,NA,,7/31/13
19h22m49.56s,+48d13m35.6s,FALSE POSITIVE,0.952417,131.8399,30.9,1.6,0.12,0.96,47,0.0209814,0,0.0064,1.4,0.96,2492,NA,NA,1.38,NA,NA,,9/5/13
19h06m57.13s,+49d58m32.7s,CONFIRMED,7.877356,176.3769,1297,2.4223,NA,0.81,87.09,0.065,0,0.037,16,2.21,541,4222,4.72,0.548,0.577,13.8,Pinsonneault,10/25/13
19h16m56.53s,+50d14m27.6s,FALSE POSITIVE,10.4059559,177.19808,14610,6.4079,NA,0.024,89.95,0.091,0,0.10966,13.78,12.1,855,5814,4.4,1.01,0.94,7.2,Pinsonneault,10/25/13
19h02m22.10s,+39d12m22.6s,FALSE POSITIVE,0.991571963,131.8905603,930.371,1.5,0.0412091,0.1,88.89,0.0194863,0,0.027966192,5.16664315,2.93273,1844.6,NA,NA,0.961,NA,NA,,7/31/13
19h48m29.83s,+47d02m13.3s,FALSE POSITIVE,6.967166,138.242,215,3.51,0.05,0,89,0.0755913,0,0.0135,15,1.65,1095,NA,NA,1.121,NA,NA,,7/31/13
19h37m50.95s,+38d22m54.9s,FALSE POSITIVE,8.81058,136.51,30516,4.91,1.66,0.794,86.2,0.0835026,0,0.179,12,19.6,882.4,NA,NA,1,NA,NA,,9/5/13
19h51m16.02s,+43d26m25.5s,FALSE POSITIVE,2.15695,133.2434,104.4,4.6,0.04,0,88,0.0332431,0,0.0094,4,1,1478,NA,NA,1.005,NA,NA,,7/31/13
19h32m48.33s,+45d27m15.8s,FALSE POSITIVE,94.17687,200.2947,732,5.5,0.1,0,90,0.450148,0,0.025,133,3.6,530,NA,NA,1.326,NA,NA,,7/31/13
19h40m53.01s,+46d49m26.0s,FALSE POSITIVE,1.332561,132.0458,44.6,4.3,0.03,0,85,0.0233396,0,0.0061,2,0.56,1521,NA,NA,0.849,NA,NA,,9/5/13
19h44m59.47s,+44d04m36.4s,FALSE POSITIVE,0.6624454,131.91267,49.2,1.066,0.007,0,87,0.0161054,0,0.0065,5,1.14,2831,NA,NA,1.595,NA,NA,,7/31/13
19h38m48.12s,+46d34m23.3s,FALSE POSITIVE,1.332587,132.0366,166,3.2,0.06,0.6,78,0.0243504,0,0.012,3,1.2,1617.2,NA,NA,0.866,NA,NA,,9/5/13
19h27m11.20s,+47d23m09.3s,FALSE POSITIVE,372.451,137.953,771,15.2,0.4,0,89.9,0.981368,0,0.025,187,2.2,221,NA,NA,0.801,NA,NA,,7/31/13
19h22m30.38s,+41d29m27.5s,FALSE POSITIVE,245.1582,267.868,527,13,0.3,0,89.9,0.786099,0,0.021,139,2.4,310,NA,NA,1.025,NA,NA,,7/31/13
19h24m10.75s,+51d19m18.0s,FALSE POSITIVE,14.17987,171.4993,621,2.5588,NA,0.14,89.95,0.114,0,0.0224,43,2.1,703,5779,4.55,0.87,0.974,0.4,Pinsonneault,10/25/13
19h23m22.49s,+37d43m43.8s,FALSE POSITIVE,1.43376875,170.40338,1981,1.4618,NA,0.97,67.61,0.026,0,0.065,2.57,7.8,1718,5990,4.4,1.1,1.1,NA,KIC,10/25/13
19h27m23.74s,+37d42m48.6s,FALSE POSITIVE,10.318768,173.3121,810,2.9383,NA,0.03,89.95,0.092,0,0.025,28,2.8,856,5859,4.41,1.01,0.959,6.1,Pinsonneault,10/25/13
19h23m59.25s,+38d17m05.7s,FALSE POSITIVE,0.4442921,169.864615,14322,2.1577,NA,1.363,37.82,0.011,0,0.498,1.719,41,1961,5360,4.62,0.76,0.861,0.6,Pinsonneault,10/25/13
19h42m34.11s,+48d46m23.1s,FALSE POSITIVE,1.3878379,132.1139,156,2.12,0.02,0,89,0.0253669,0,0.0115,5,1.3,1785,NA,NA,1.052,NA,NA,,7/31/13
19h03m15.99s,+49d21m09.7s,FALSE POSITIVE,0.6783674,132.16051,189,0.981,0.024,0.69,80,0.0146287,0,0.0135,3.9,1.19,1813,NA,NA,0.805,NA,NA,,7/31/13
19h55m21.88s,+44d44m59.6s,FALSE POSITIVE,1.0220057,132.3764,122.1,2.2,0.13,0.89,57,0.0186486,0,0.0121,1.6,1.24,1715,NA,NA,0.944,NA,NA,,7/31/13
19h26m13.94s,+38d32m46.4s,FALSE POSITIVE,0.723544,131.5881,499,1.36,0.08,0.8,72,0.0202993,0,0.0226,2.6,6,4291,NA,NA,2.425,NA,NA,,7/31/13
19h41m16.42s,+40d12m32.3s,FALSE POSITIVE,1.6159015,131.50792,251,0.84,0.27,0.976,77.1,0.0269551,0,0.0205,4.4,2.24,1553.1,NA,NA,1,NA,NA,,7/31/13
19h42m13.70s,+40d19m16.4s,FALSE POSITIVE,1.728455,131.8399,44.3,2.89,0.06,0.81,72,0.0281926,0,0.0068,2.7,0.74,1518.7,NA,NA,1,NA,NA,,9/5/13
19h21m11.84s,+37d54m32.2s,FALSE POSITIVE,1.89121,132.7089,71.5,4.2,0.03,0,90,0.032271,0,0.0078,3,1.04,1796,NA,NA,1.216,NA,NA,,9/5/13
19h18m51.57s,+39d17m01.9s,FALSE POSITIVE,8.653131,136.6508,489,3.21,1.8,0.984,81.1,0.0823559,0,0.031,6.3,3,854,NA,NA,0.895,NA,NA,,9/5/13
19h36m48.16s,+46d19m38.0s,FALSE POSITIVE,1.398928,132.5504,19,5.3,0.021,0,90,0.0327167,0,0.004,2,1.7,3912,NA,NA,3.862,NA,NA,,7/31/13
19h29m15.83s,+38d16m13.0s,FALSE POSITIVE,3.3419058,171.6425,851,2.6997,NA,0.05,89.95,0.041,0,0.026,9.8,2.2,1012,5249,4.55,0.78,0.8,9.2,Pinsonneault,10/25/13
19h37m28.37s,+38d18m37.0s,FALSE POSITIVE,1.6266374,169.81903,1645,2.2178,NA,0.982,66.46,0.026,0,0.0596,2.447,6.4,1557,5736,4.41,0.98,0.915,8.1,Pinsonneault,10/25/13
19h35m45.88s,+38d36m04.0s,FALSE POSITIVE,7.544283,171.7857,360,5.1909,NA,0.2,88.81,0.074,0,0.017,11.1,1.54,834,5648,4.57,0.83,0.936,0.4,Pinsonneault,10/25/13
19h01m08.07s,+38d56m50.2s,CONFIRMED,143.21515,154.2089,9510,9.5123,NA,0.54,89.95,0.53,0,0.0913,109.1,9.37,321,5461,4.48,0.94,0.969,4.8,SME,10/25/13
19h01m08.07s,+38d56m50.2s,CONFIRMED,60.322921,243.90628,19997,7.0755,NA,0.637,89.38,0.298,0,0.13617,61.3,14,428,5461,4.48,0.94,0.969,4.8,SME,10/25/13
19h01m08.07s,+38d56m50.2s,CONFIRMED,29.1647,150.692,200,4.6609,NA,0.64,88.81,0.184,0,0.0133,37.7,1.37,544,5461,4.48,0.94,0.969,4.8,SME,10/25/13
19h07m42.33s,+38d55m17.9s,FALSE POSITIVE,1.5403964,170.50433,1314,1.9054,NA,0.029,89.95,0.025,0,0.032,6.4,2.9,1396,5565,4.58,0.81,0.914,0.5,Pinsonneault,10/25/13
19h10m59.71s,+38d55m46.4s,FALSE POSITIVE,2.99026,171.9846,860,5.4934,NA,0.02,89.95,0.035,0,0.026,4.3,1.75,857,4606,4.66,0.623,0.651,13.8,Pinsonneault,10/25/13
19h24m42.74s,+47d19m22.6s,FALSE POSITIVE,4.564691,133.0472,124.4,4.89,0.05,0,90,0.0506893,0,0.01,7,0.8,880,NA,NA,0.731,NA,NA,,9/5/13
19h50m19.26s,+39d42m09.7s,FALSE POSITIVE,1.027906179,132.4343105,2371.57,1.5,0.0636786,0.1,88.95,0.0199477,0,0.04389077,5.43972236,5.04811,1675.6,NA,NA,1.054,NA,NA,,7/31/13
19h39m09.03s,+43d44m20.5s,FALSE POSITIVE,367.909,236.43,1481,16.4,0.5,0,90,0.878815,0,0.034,177,2.4,177.6,NA,NA,0.645,NA,NA,,7/31/13
19h31m43.49s,+45d24m15.4s,FALSE POSITIVE,1.1065254,132.3023,111.4,3.3,0.09,0.8,61,0.0211377,0,0.0107,1.6,1.08,1746,NA,NA,0.927,NA,NA,,7/31/13
19h19m03.58s,+38d23m00.4s,FALSE POSITIVE,0.7309662,132.2116,32.5,0.985,0.256,0.9892,22.9,0.0170463,0,0.0072,1.074,0.958,2461,NA,NA,1.219,NA,NA,,9/5/13
19h36m22.93s,+38d53m06.2s,FALSE POSITIVE,9.089003,132.0597,137,3.56,0.04,0,90,0.0926903,0,0.0108,20,1.48,1093,NA,NA,1.256,NA,NA,,9/12/13
19h49m22.60s,+39d53m06.0s,FALSE POSITIVE,1.878887,133.0824,114,2.21,0.02,0,90,0.0287353,0,0.0096,7,0.83,1271,NA,NA,0.791,NA,NA,,9/5/13
19h31m10.40s,+45d37m41.7s,FALSE POSITIVE,0.9791922,132.201,147,1.57,0.34,0.971,46,0.0183899,0,0.0151,1.41,1.26,1527,NA,NA,0.762,NA,NA,,9/5/13
19h55m36.39s,+42d12m46.1s,FALSE POSITIVE,0.8559248,131.642,125,1.32,0.05,0.84,73,0.0168891,0,0.0117,2.8,1.05,1696,NA,NA,0.824,NA,NA,,7/31/13
19h52m10.36s,+41d11m42.0s,FALSE POSITIVE,0.6246679,131.8676,25.6,1.43,0.032,0.88,58,0.0184622,0,0.00527,1.65,1.11,4353,NA,NA,1.933,NA,NA,,7/31/13
19h22m00.30s,+40d41m40.2s,FALSE POSITIVE,0.7598159,131.7689,242,1.76,0.07,0.8,69,0.0156705,0,0.016,2.2,1.34,1707,NA,NA,0.785,NA,NA,,9/5/13
19h25m04.01s,+47d06m53.2s,FALSE POSITIVE,372.344,138.017,756,16.3,0.4,0,89.9,1.03159,0,0.025,176,2.6,258,NA,NA,0.96,NA,NA,,7/31/13
19h36m35.49s,+40d03m19.9s,FALSE POSITIVE,38.0367485,196.93382,93011,3.7567,NA,0.474,89.38,0.212,0,0.28502,46.84,24,456,5420,4.61,0.77,0.875,0.5,Pinsonneault,10/25/13
19h40m27.29s,+40d04m16.2s,FALSE POSITIVE,4.6409303,173.71962,3805,1.6812,NA,1.16,80.79,0.058,0,0.24,7.4,30,1295,6546,4.39,1.17,1.22,0.24,Pinsonneault,10/25/13
19h24m14.77s,+50d15m54.5s,FALSE POSITIVE,3.7478395,171.6641,764,3.6646,NA,0.031,89.95,0.045,0,0.0245,8.023,2.11,1011,5478,4.59,0.79,0.892,0.6,Pinsonneault,10/25/13
18h54m09.23s,+40d13m04.8s,FALSE POSITIVE,7.9193704,172.18011,15146,3.2647,NA,0.723,87.66,0.077,0,0.12198,15.9,11.3,840,5729,4.56,0.85,0.96,0.4,Pinsonneault,10/25/13
19h36m53.75s,+40d25m04.3s,FALSE POSITIVE,5.975807,174.7759,870,2.7555,NA,0.901,83.65,0.066,0,0.0322,8.4,3.4,1031,6091,4.49,0.97,1.07,0.4,Pinsonneault,10/25/13
19h41m30.73s,+40d29m36.2s,FALSE POSITIVE,2.5070917,171.001,1770,1.5272,NA,0.96,77.35,0.036,0,0.0544,4.39,5.3,1296,5886,4.53,0.9,1,0.4,Pinsonneault,10/25/13
19h21m50.82s,+40d33m44.9s,CONFIRMED,18.64895,174.7761,895,4.4815,NA,0.76,88.24,0.141,0,0.0299,22.1,3.1,703,6086,4.49,0.97,1.065,0.3,Pinsonneault,10/25/13
18h45m45.76s,+47d14m47.3s,FALSE POSITIVE,0.7936793,131.78176,163,1.097,0.18,0.96,59,0.0150968,0,0.0158,1.8,1.25,1523,NA,NA,0.723,NA,NA,,7/31/13
19h21m16.38s,+37d54m39.5s,FALSE POSITIVE,1.89134,132.6538,172,4,0.06,0,84,0.0295524,0,0.012,3,1.3,1498,NA,NA,0.991,NA,NA,,9/5/13
19h49m01.44s,+47d33m01.8s,FALSE POSITIVE,87.1393,169.247,551,18.1,0.4,0,90,0.411359,0,0.022,38,2.8,486,NA,NA,1.167,NA,NA,,7/31/13
19h18m28.58s,+41d55m37.9s,FALSE POSITIVE,185.5326,310.154,706,16.9,0.4,0,90,0.632395,0,0.024,84,2.3,301,NA,NA,0.872,NA,NA,,7/31/13
19h55m26.65s,+43d25m03.6s,FALSE POSITIVE,0.8851482,131.8681,79.7,2.5,0.02,0,90,0.0181181,0,0.0081,2.7,0.81,1848,NA,NA,0.907,NA,NA,,9/5/13
19h21m50.82s,+40d33m44.9s,CONFIRMED,38.55831,163.8482,1004,5.0162,NA,0.833,88.81,0.228,0,0.0328,36,3.5,553,6086,4.49,0.97,1.065,0.3,Pinsonneault,10/25/13
19h36m13.62s,+40d32m58.8s,FALSE POSITIVE,3.90434158,173.39297,17001,3.4899,NA,0.677,84.8,0.048,0,0.12798,7.146,12.1,1082,5779,4.55,0.86,0.97,0.4,Pinsonneault,10/25/13
19h38m58.55s,+40d32m02.1s,FALSE POSITIVE,9.28635788,171.82074,48197,4.1657,NA,0.0161,89.95,0.085,0,0.2002,23.708,19.3,812,5712,4.52,0.88,0.933,3.4,Pinsonneault,10/25/13
19h38m07.56s,+43d23m55.2s,FALSE POSITIVE,0.7862593,132.1652,65.9,1.4,0.06,0.89,63,0.0139051,0,0.009,2,0.54,1178,NA,NA,0.551,NA,NA,,9/5/13
19h56m19.06s,+40d49m32.3s,FALSE POSITIVE,0.597948,131.94911,307,0.962,0.06,0.85,71,0.0141913,0,0.0184,2.7,1.94,2221,NA,NA,0.969,NA,NA,,9/5/13
19h28m38.47s,+47d09m59.9s,FALSE POSITIVE,360.73,148.593,456,14.9,0.3,0,89.9,0.964351,0,0.019,184,1.7,226,NA,NA,0.814,NA,NA,,7/31/13
19h51m28.16s,+40d06m09.3s,FALSE POSITIVE,1.0610179,132.5171,169,1.92,0.07,0.8,71,0.0200982,0,0.0133,2.5,1.24,1652,NA,NA,0.855,NA,NA,,9/5/13
19h29m04.81s,+47d18m26.5s,FALSE POSITIVE,363.323,135.945,509,14.2,0.4,0.5,89.8,0.967757,0,0.021,175,4.3,311,NA,NA,1.885,NA,NA,,7/31/13
19h09m53.69s,+42d00m13.5s,FALSE POSITIVE,0.9248416,132.0704,113,1.76,0.07,0.86,66,0.0190476,0,0.0112,2.1,1.25,1994,NA,NA,1.026,NA,NA,,7/31/13
20h02m28.51s,+44d35m39.8s,FALSE POSITIVE,4.469842,132.9928,121.7,3.67,0.04,0,90,0.0540987,0,0.0101,9,1.3,1256,NA,NA,1.168,NA,NA,,9/5/13
19h58m34.28s,+40d41m28.5s,FALSE POSITIVE,2.3840538,171.5829,1498,2.2918,NA,0.02,89.95,0.031,0,0.034,8.3,2.5,983,4796,4.62,0.669,0.688,13.9,Pinsonneault,10/25/13
19h55m50.67s,+40d51m46.1s,FALSE POSITIVE,2.4467361,170.66896,3338,3.2701,NA,1.11,52.14,0.035,0,0.191,1.8,18,1251,5741,4.56,0.85,0.962,0.4,Pinsonneault,10/25/13
19h57m15.86s,+40d49m20.6s,FALSE POSITIVE,3.0403293,169.94833,9577,1.8021,NA,0.714,85.94,0.037,0,0.0965,10.8,7.7,979,5004,4.58,0.73,0.731,13.9,Pinsonneault,10/25/13
19h28m56.82s,+41d05m09.2s,CONFIRMED,15.335244,174.002,2968,3.9354,NA,0.839,87.66,0.121,0,0.05706,19.2,5.72,656,5399,4.51,0.919,0.996,1.9,SME,10/25/13
19h28m56.82s,+41d05m09.2s,CONFIRMED,31.330554,153.4291,4889,5.2233,NA,0.836,88.24,0.194,0,0.07316,30.8,7.34,518,5399,4.51,0.919,0.996,1.9,SME,10/25/13
19h55m39.07s,+40d06m39.1s,FALSE POSITIVE,0.914485,132.1146,182,1.235,0.09,0.9,70,0.0179184,0,0.0148,2.7,1.58,1874,NA,NA,0.98,NA,NA,,7/31/13
19h07m57.82s,+38d54m58.4s,FALSE POSITIVE,1.5404,131.994,154,2.01,1,1,39,0.0252507,0,0.024,1.28,3.1,1729,NA,NA,1.196,NA,NA,,9/5/13
19h49m26.51s,+40d03m22.1s,FALSE POSITIVE,0.9079533,132.1293,150,0.939,0.03,0.79,80,0.0193379,0,0.0124,4.7,1.65,2253,NA,NA,1.219,NA,NA,,7/31/13
19h45m23.09s,+50d23m26.8s,FALSE POSITIVE,0.5310965,131.9084,172,1.17,0.17,0.953,39,0.0115248,0,0.0159,1.22,1.25,1733,NA,NA,0.719,NA,NA,,7/31/13
19h40m40.07s,+46d45m15.6s,FALSE POSITIVE,1.332608,132.0347,114.7,4.4,0.06,0.5,76,0.0241285,0,0.0101,2.1,1.05,1680,NA,NA,0.954,NA,NA,,9/5/13
19h59m00.05s,+44d33m43.1s,FALSE POSITIVE,0.5355893,131.79974,115.4,0.914,0.024,0.77,75,0.0139084,0,0.0108,2.9,1.61,2891,NA,NA,1.36,NA,NA,,7/31/13
18h59m28.63s,+41d40m45.1s,FALSE POSITIVE,3.1664653,172.00174,4792,2.3791,NA,1.03,75.06,0.038,0,0.145,3.9,11.5,963,4997,4.58,0.73,0.729,14,Pinsonneault,10/25/13
20h02m25.01s,+43d54m10.6s,FALSE POSITIVE,3.570236,134.4177,46.5,4.88,0.03,0,90,0.0457259,0,0.0062,6,0.7,1192.5,NA,NA,1,NA,NA,,9/5/13
19h16m42.63s,+41d41m42.6s,FALSE POSITIVE,1.1060412,131.8198,68.5,1.99,0.02,0,89,0.0216733,0,0.0076,4,0.9,1890,NA,NA,1.027,NA,NA,,7/31/13
20h01m37.63s,+46d22m44.2s,FALSE POSITIVE,6.873814,132.4468,210,3.16,0.06,0.5,88,0.0681885,0,0.014,15,1.3,900,NA,NA,0.895,NA,NA,,9/5/13
19h21m14.49s,+40d58m53.1s,FALSE POSITIVE,379.157,287.424,1099,16.3,0.5,0.3,89.9,1.03309,0,0.03,177,3.1,248,NA,NA,0.918,NA,NA,,7/31/13
19h18m13.36s,+42d34m19.4s,FALSE POSITIVE,366.352,312.095,337,15.3,0.3,0,90,1.10294,0,0.017,186,2.9,355,NA,NA,1.579,NA,NA,,7/31/13
19h04m58.45s,+42d08m55.7s,FALSE POSITIVE,10.443322,175.4039,1189,2.8999,NA,0.03,89.95,0.083,0,0.031,29.4,2.3,624,4889,4.6,0.695,0.708,13.8,Pinsonneault,10/25/13
18h56m20.95s,+42d13m59.6s,FALSE POSITIVE,5.85152433,173.82185,37117,3.2343,NA,0.02,89.95,0.061,0,0.1724,16.758,16,914,5557,4.53,0.85,0.886,5,Pinsonneault,10/25/13
19h26m20.10s,+42d22m05.4s,FALSE POSITIVE,119.02088,222.2359,6555,8.0568,NA,0.03,89.95,0.469,0,0.073,121,6.9,346,5779,4.55,0.86,0.972,0.4,Pinsonneault,10/25/13
19h26m41.21s,+42d20m35.2s,FALSE POSITIVE,2.861164,171.64663,1209,1.5258,NA,0.77,85.37,0.04,0,0.0352,9.9,3.7,1325,6098,4.49,0.97,1.07,0.3,Pinsonneault,10/25/13
19h21m15.81s,+37d58m40.0s,FALSE POSITIVE,1.89127,132.6888,104,3.46,0.03,0,90,0.0281698,0,0.009,4,1,1421,NA,NA,0.968,NA,NA,,9/5/13
19h26m42.44s,+38d52m29.7s,FALSE POSITIVE,184.7619,217.3984,1074,9.9,0.28,0,90,0.599848,0,0.0294,147,2.38,260,NA,NA,0.742,NA,NA,,7/31/13
19h06m21.44s,+44d31m28.9s,FALSE POSITIVE,392.516,203.101,1564,12.3,0.5,0,89.9,1.03325,0,0.036,243,3.4,229,NA,NA,0.849,NA,NA,,7/31/13
19h34m07.81s,+43d24m22.1s,FALSE POSITIVE,363.418,404.246,850,12.8,0.3,0,90,1.00765,0,0.027,220,2.7,254,NA,NA,0.929,NA,NA,,7/31/13
18h58m59.86s,+48d33m29.3s,FALSE POSITIVE,0.7085595,132.1021,142,1.68,0.03,0.5,79,0.0147964,0,0.0112,2.8,0.93,1695,NA,NA,0.76,NA,NA,,9/5/13
19h22m24.31s,+41d16m08.5s,FALSE POSITIVE,366.154,307.367,1008,15.5,0.4,0,90,0.979922,0,0.029,186,2.6,229,NA,NA,0.83,NA,NA,,7/31/13
19h40m24.60s,+46d43m58.5s,FALSE POSITIVE,1.332643,132.0187,190,3.9,0.06,0.5,78,0.0230355,0,0.013,2.3,1.2,1361.5,NA,NA,0.894,NA,NA,,9/5/13
19h51m00.30s,+40d38m50.6s,FALSE POSITIVE,12.42457,141.588,70.3,16.7,0.1,0,88,0.107273,0,0.0076,6,1.5,1042,NA,NA,1.851,NA,NA,,9/5/13
19h56m11.35s,+46d41m08.1s,FALSE POSITIVE,1.081988,131.5131,126,3,0.03,0,90,0.018521,0,0.01,3,0.8,1367,NA,NA,0.719,NA,NA,,9/5/13
